qaccver	saccver	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	stitle
Unigene0040512	DF239431.1	100.000	40	0	0	656	695	301351	301390	1.44e-11	75.0	DF239431.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold414.1, whole genome shotgun sequence
Unigene0040618	DF239633.1	100.000	31	0	0	360	390	152679	152649	3.93e-06	58.4	DF239633.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold627.1, whole genome shotgun sequence
Unigene0040890	DF239213.1	100.000	38	0	0	1415	1452	137024	137061	3.12e-10	71.3	DF239213.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold207.1, whole genome shotgun sequence
Unigene0041053	DF241488.1	100.000	55	0	0	669	723	142670	142616	2.82e-19	102	DF241488.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold2413.1, whole genome shotgun sequence
Unigene0041298	DF242708.1	100.000	42	0	0	176	217	39710	39751	2.05e-12	78.7	DF242708.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold3709.1, whole genome shotgun sequence
Unigene0041510	DF239302.1	100.000	38	0	0	772	809	129734	129771	3.31e-10	71.3	DF239302.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold293.1, whole genome shotgun sequence
Unigene0041626	DF240542.1	100.000	35	0	0	641	675	73671	73637	9.49e-09	65.8	DF240542.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold1541.1, whole genome shotgun sequence
Unigene0041765	DF239247.1	100.000	34	0	0	1692	1725	69336	69303	6.97e-08	63.9	DF239247.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold240.1, whole genome shotgun sequence
Unigene0041897	DF244439.1	100.000	33	0	0	338	370	5193	5225	8.69e-08	62.1	DF244439.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold5459.1, whole genome shotgun sequence
Unigene0041903	DF241306.1	100.000	43	0	0	2513	2555	34780	34822	1.01e-12	80.5	DF241306.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold2307.1, whole genome shotgun sequence
Unigene0042089	DF240371.1	100.000	38	0	0	2713	2750	160593	160556	7.38e-10	71.3	DF240371.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold1371.1, whole genome shotgun sequence
Unigene0042513	DF239479.1	100.000	38	0	0	1214	1251	17939	17976	7.19e-10	71.3	DF239479.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold479.1, whole genome shotgun sequence
Unigene0042536	DF247011.1	100.000	33	0	0	1	33	2837	2869	1.94e-07	62.1	DF247011.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold8316.1, whole genome shotgun sequence
Unigene0042551	DF239568.1	100.000	31	0	0	531	561	159171	159141	2.93e-06	58.4	DF239568.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold564.1, whole genome shotgun sequence
Unigene0042569	DF239322.1	100.000	34	0	0	234	267	23888	23855	1.21e-07	63.9	DF239322.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold310.1, whole genome shotgun sequence
Unigene0042686	DF239098.1	100.000	33	0	0	1655	1687	72786	72754	2.35e-07	62.1	DF239098.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold77.1, whole genome shotgun sequence
Unigene0042732	DF239494.1	100.000	38	0	0	942	979	152261	152224	4.29e-10	71.3	DF239494.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold494.1, whole genome shotgun sequence
Unigene0042800	DF239073.1	100.000	44	0	0	1124	1167	293125	293168	1.55e-13	82.4	DF239073.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold73.1, whole genome shotgun sequence
Unigene0042848	DF244562.1	100.000	31	0	0	761	791	9977	10007	1.52e-06	58.4	DF244562.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold5543.1, whole genome shotgun sequence
Unigene0043196	DF239511.1	100.000	41	0	0	8	48	191495	191455	4.89e-12	76.8	DF239511.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold510.1, whole genome shotgun sequence
Unigene0043211	DF240707.1	100.000	35	0	0	530	564	88222	88256	9.52e-09	65.8	DF240707.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold1698.1, whole genome shotgun sequence
Unigene0043933	DF239680.1	100.000	35	0	0	198	232	7991	7957	7.10e-09	65.8	DF239680.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold638.1, whole genome shotgun sequence
Unigene0043939	DF243064.1	100.000	42	0	0	620	661	115	156	1.33e-12	78.7	DF243064.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold4066.1, whole genome shotgun sequence
Unigene0044143	DF242898.1	100.000	32	0	0	306	337	2274	2305	8.61e-07	60.2	DF242898.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold3893.1, whole genome shotgun sequence
Unigene0044198	DF245786.1	100.000	35	0	0	515	549	13176	13210	2.02e-08	65.8	DF245786.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold6859.1, whole genome shotgun sequence
Unigene0044394	DF244202.1	100.000	36	0	0	332	367	16109	16074	3.02e-09	67.6	DF244202.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold5218.1, whole genome shotgun sequence
Unigene0044445	DF239032.1	100.000	34	0	0	1137	1170	98541	98508	4.40e-08	63.9	DF239032.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold32.1, whole genome shotgun sequence
Unigene0044545	DF239647.1	100.000	32	0	0	938	969	150410	150441	5.22e-07	60.2	DF239647.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold646.1, whole genome shotgun sequence
Unigene0044588	DF241705.1	100.000	39	0	0	1257	1295	38406	38368	1.05e-10	73.1	DF241705.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold2527.1, whole genome shotgun sequence
Unigene0044597	DF239414.1	100.000	31	0	0	1007	1037	60974	61004	3.05e-06	58.4	DF239414.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold408.1, whole genome shotgun sequence
Unigene0044983	DF241759.1	100.000	43	0	0	296	338	33911	33869	5.13e-13	80.5	DF241759.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold2759.1, whole genome shotgun sequence
Unigene0045512	DF239373.1	100.000	30	0	0	100	129	22944	22915	2.66e-06	56.5	DF239373.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold368.1, whole genome shotgun sequence
Unigene0046309	DF239256.1	100.000	31	0	0	1183	1213	113494	113524	2.71e-06	58.4	DF239256.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold250.1, whole genome shotgun sequence
Unigene0046961	DF239567.1	100.000	37	0	0	49	85	77494	77458	6.42e-10	69.4	DF239567.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold565.1, whole genome shotgun sequence
Unigene0047187	DF240691.1	100.000	30	0	0	1026	1055	21894	21923	7.12e-06	56.5	DF240691.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold1651.1, whole genome shotgun sequence
Unigene0047601	DF239622.1	100.000	32	0	0	459	490	68084	68053	2.12e-07	60.2	DF239622.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold594.1, whole genome shotgun sequence
Unigene0047648	DF242317.1	100.000	29	0	0	1	29	52208	52236	6.08e-06	54.7	DF242317.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold3315.1, whole genome shotgun sequence
Unigene0048043	DF242834.1	100.000	38	0	0	570	607	21884	21847	1.57e-10	71.3	DF242834.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold3835.1, whole genome shotgun sequence
Unigene0048157	DF239928.1	100.000	35	0	0	88	122	33929	33963	3.62e-09	65.8	DF239928.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold927.1, whole genome shotgun sequence
Unigene0048328	DF239532.1	100.000	32	0	0	805	836	165162	165193	4.98e-07	60.2	DF239532.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold429.1, whole genome shotgun sequence
Unigene0048586	DF240281.1	100.000	32	0	0	79	110	57405	57436	1.19e-07	60.2	DF240281.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold1280.1, whole genome shotgun sequence
Unigene0050489	DF243268.1	100.000	29	0	0	89	117	20508	20480	5.79e-06	54.7	DF243268.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold4162.1, whole genome shotgun sequence
Unigene0050593	DF245965.1	100.000	76	0	0	173	248	30801	30726	3.50e-32	141	DF245965.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold7053.1, whole genome shotgun sequence
Unigene0051010	DF241623.1	100.000	35	0	0	56	90	71664	71630	2.26e-08	65.8	DF241623.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold2624.1, whole genome shotgun sequence
Unigene0051051	DF239674.1	100.000	33	0	0	989	1021	58691	58723	4.60e-07	62.1	DF239674.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold673.1, whole genome shotgun sequence
Unigene0051159	DF239031.1	100.000	36	0	0	876	911	221839	221804	5.38e-09	67.6	DF239031.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold30.1, whole genome shotgun sequence
Unigene0051229	DF242357.1	100.000	34	0	0	5917	5950	36933	36900	2.11e-07	63.9	DF242357.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold3358.1, whole genome shotgun sequence
Unigene0051332	DF240627.1	100.000	45	0	0	658	702	21994	21950	3.59e-14	84.2	DF240627.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold1626.1, whole genome shotgun sequence
Unigene0051420	DF239914.1	100.000	62	0	0	539	600	38483	38422	4.39e-23	115	DF239914.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold914.1, whole genome shotgun sequence
Unigene0051575	DF239129.1	100.000	36	0	0	97	132	143593	143558	9.60e-09	67.6	DF239129.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold129.1, whole genome shotgun sequence
Unigene0051615	DF240201.1	100.000	43	0	0	442	484	63375	63417	5.00e-13	80.5	DF240201.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold1171.1, whole genome shotgun sequence
Unigene0051730	DF239904.1	100.000	36	0	0	2173	2208	149574	149609	6.50e-09	67.6	DF239904.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold904.1, whole genome shotgun sequence
Unigene0051908	DF244887.1	100.000	38	0	0	703	740	18407	18444	2.92e-10	71.3	DF244887.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold5912.1, whole genome shotgun sequence
Unigene0052044	DF243957.1	100.000	33	0	0	458	490	29831	29799	1.86e-07	62.1	DF243957.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold4921.1, whole genome shotgun sequence
Unigene0052130	DF244381.1	100.000	30	0	0	3	32	6569	6598	3.80e-06	56.5	DF244381.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold5400.1, whole genome shotgun sequence
Unigene0052138	DF240886.1	100.000	35	0	0	586	620	69844	69878	2.30e-08	65.8	DF240886.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold1886.1, whole genome shotgun sequence
Unigene0052250	DF239060.1	100.000	33	0	0	1143	1175	382636	382668	2.89e-07	62.1	DF239060.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold33.1, whole genome shotgun sequence
Unigene0052257	DF239180.1	100.000	36	0	0	1989	2024	88223	88188	6.87e-09	67.6	DF239180.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold166.1, whole genome shotgun sequence
Unigene0052601	DF239335.1	100.000	32	0	0	529	560	175582	175551	3.64e-07	60.2	DF239335.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold330.1, whole genome shotgun sequence
Unigene0052695	DF239400.1	100.000	65	0	0	117	181	85771	85707	3.72e-25	121	DF239400.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold372.1, whole genome shotgun sequence
Unigene0052737	DF240157.1	100.000	34	0	0	4948	4981	13504	13537	1.78e-07	63.9	DF240157.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold1155.1, whole genome shotgun sequence
Unigene0053117	DF240124.1	100.000	32	0	0	40	71	50252	50283	5.38e-07	60.2	DF240124.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold1124.1, whole genome shotgun sequence
Unigene0053156	DF240826.1	100.000	31	0	0	727	757	31247	31217	2.42e-06	58.4	DF240826.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold1826.1, whole genome shotgun sequence
Unigene0053233	DF244617.1	100.000	31	0	0	1603	1633	3867	3897	2.72e-06	58.4	DF244617.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold5637.1, whole genome shotgun sequence
Unigene0053428	DF240347.1	100.000	47	0	0	536	582	67633	67587	1.24e-15	87.9	DF240347.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold1347.1, whole genome shotgun sequence
Unigene0053439	DF239397.1	100.000	34	0	0	220	253	241034	241067	7.76e-08	63.9	DF239397.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold390.1, whole genome shotgun sequence
Unigene0053828	DF239616.1	100.000	35	0	0	409	443	107531	107565	6.51e-09	65.8	DF239616.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold612.1, whole genome shotgun sequence
Unigene0053890	DF240126.1	100.000	49	0	0	916	964	125341	125293	1.59e-16	91.6	DF240126.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold1126.1, whole genome shotgun sequence
Unigene0055029	DF244663.1	100.000	32	0	0	1390	1421	12743	12712	1.21e-06	60.2	DF244663.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold5685.1, whole genome shotgun sequence
Unigene0056167	DF240147.1	100.000	38	0	0	236	273	25603	25566	1.29e-10	71.3	DF240147.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold1137.1, whole genome shotgun sequence
Unigene0056193	DF239034.1	100.000	38	0	0	1013	1050	79131	79094	5.21e-10	71.3	DF239034.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold31.1, whole genome shotgun sequence
Unigene0056338	DF239272.1	100.000	36	0	0	226	261	55989	55954	7.65e-10	67.6	DF239272.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold269.1, whole genome shotgun sequence
Unigene0057440	DF240382.1	100.000	33	0	0	105	137	96104	96136	4.79e-08	62.1	DF240382.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold1380.1, whole genome shotgun sequence
Unigene0057681	DF240171.1	100.000	30	0	0	293	322	20145	20116	6.80e-06	56.5	DF240171.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold1127.1, whole genome shotgun sequence
Unigene0057992	DF241858.1	100.000	35	0	0	408	442	60445	60411	8.08e-09	65.8	DF241858.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold2853.1, whole genome shotgun sequence
Unigene0058649	DF239785.1	100.000	29	0	0	101	129	58022	57994	3.96e-06	54.7	DF239785.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold776.1, whole genome shotgun sequence
Unigene0058699	DF240623.1	100.000	34	0	0	134	167	56317	56284	1.31e-08	63.9	DF240623.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold1620.1, whole genome shotgun sequence
Unigene0058762	DF239404.1	100.000	31	0	0	279	309	57614	57584	7.77e-07	58.4	DF239404.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold404.1, whole genome shotgun sequence
Unigene0058830	DF243040.1	100.000	42	0	0	337	378	3552	3511	7.79e-13	78.7	DF243040.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold4043.1, whole genome shotgun sequence
Unigene0058850	DF243136.1	100.000	36	0	0	558	593	1969	2004	2.47e-09	67.6	DF243136.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold4139.1, whole genome shotgun sequence
Unigene0060121	DF242216.1	100.000	32	0	0	58	89	39929	39960	1.10e-07	60.2	DF242216.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold3153.1, whole genome shotgun sequence
Unigene0061162	DF241258.1	100.000	32	0	0	195	226	218	249	9.11e-08	60.2	DF241258.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold2258.1, whole genome shotgun sequence
Unigene0061493	DF242338.1	100.000	34	0	0	1075	1108	39338	39371	4.73e-08	63.9	DF242338.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold3339.1, whole genome shotgun sequence
Unigene0061494	DF245023.1	100.000	32	0	0	434	465	18035	18066	7.81e-07	60.2	DF245023.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold6055.1, whole genome shotgun sequence
Unigene0061591	DF239689.1	100.000	31	0	0	1945	1975	60895	60925	6.96e-06	58.4	DF239689.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold679.1, whole genome shotgun sequence
Unigene0061795	DF241266.1	100.000	36	0	0	1204	1239	120878	120843	4.80e-09	67.6	DF241266.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold2264.1, whole genome shotgun sequence
Unigene0061909	DF240142.1	100.000	33	0	0	452	484	115293	115261	9.48e-08	62.1	DF240142.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold1094.1, whole genome shotgun sequence
Unigene0062059	DF244934.1	100.000	35	0	0	349	383	10829	10795	1.55e-08	65.8	DF244934.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold5955.1, whole genome shotgun sequence
Unigene0062202	DF239673.1	100.000	60	0	0	1067	1126	98823	98882	2.42e-22	111	DF239673.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold666.1, whole genome shotgun sequence
Unigene0062322	DF239608.1	100.000	36	0	0	2096	2131	81109	81144	5.76e-09	67.6	DF239608.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold604.1, whole genome shotgun sequence
Unigene0062479	DF239175.1	100.000	31	0	0	290	320	214642	214672	5.16e-06	58.4	DF239175.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold151.1, whole genome shotgun sequence
Unigene0062554	DF239380.1	100.000	30	0	0	670	699	21384	21413	4.31e-06	56.5	DF239380.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold371.1, whole genome shotgun sequence
Unigene0062648	DF239121.1	100.000	64	0	0	12	75	89250	89187	1.78e-24	119	DF239121.1 Symbiodinium minutum Mf 1.05b.01 DNA, scaffold: scaffold92.1, whole genome shotgun sequence
