qaccver	saccver	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	stitle
Unigene0018497	mf105_rep_c7489	96.423	699	19	6	1	696	6	701	0.0	1147	mf105_rep_c7489
Unigene0078135	mf105_s72895	96.364	55	2	0	128	182	55	1	6.65e-18	91.6	mf105_s72895
Unigene0150307	mf105_c26662	96.296	54	1	1	1	54	441	493	3.70e-17	87.9	mf105_c26662
Unigene0103540	mf105_rep_c2262	96.154	52	2	0	379	430	333	384	2.19e-16	86.1	mf105_rep_c2262
Unigene0031319	mf105_rep_c7741	95.946	74	2	1	242	315	984	912	1.54e-26	119	mf105_rep_c7741
Unigene0155027	mf105_rep_c7741	95.946	74	2	1	210	283	984	912	1.37e-26	119	mf105_rep_c7741
Unigene0155028	mf105_rep_c7741	95.946	74	2	1	242	315	984	912	1.54e-26	119	mf105_rep_c7741
Unigene0069981	mf105_s55827	95.918	49	2	0	252	300	260	212	6.90e-15	80.5	mf105_s55827
Unigene0099950	mf105_rep_c25864	95.890	219	9	0	1	219	217	435	7.35e-98	355	mf105_rep_c25864
Unigene0114409	mf105_s55827	95.833	48	2	0	1	48	217	264	2.94e-14	78.7	mf105_s55827
Unigene0023311	mf105_rep_c10417	95.823	407	15	2	1	406	700	295	0.0	656	mf105_rep_c10417
Unigene0017545	mf105_rep_c1265	95.759	1344	55	2	4	1345	55	1398	0.0	2165	mf105_rep_c1265
Unigene0032808	mf105_rep_c4365	95.746	1434	60	1	195	1627	1568	135	0.0	2316	mf105_rep_c4365
Unigene0079827	mf105_s66344	95.588	68	3	0	140	207	69	2	7.58e-24	110	mf105_s66344
Unigene0149727	mf105_c15464	95.575	226	8	2	1	224	1828	2053	1.60e-99	361	mf105_c15464
Unigene0073526	mf105_c35164	95.556	45	2	0	976	1020	462	506	6.17e-12	73.1	mf105_c35164
Unigene0045569	mf105_rep_c30787	95.408	196	7	2	1	194	695	500	1.84e-84	311	mf105_rep_c30787
Unigene0004928	mf105_rep_c12909	95.349	43	2	0	59	101	255	297	1.27e-11	69.4	mf105_rep_c12909
Unigene0051248	mf105_s65142	95.312	64	3	0	165	228	355	292	1.20e-20	102	mf105_s65142
Unigene0147691	mf105_rep_c1527	95.298	1978	91	2	1	1977	50	2026	0.0	3136	mf105_rep_c1527
Unigene0153413	mf105_rep_c562	95.101	1939	85	8	1	1937	43	1973	0.0	3046	mf105_rep_c562
Unigene0152695	mf105_rep_c21420	95.078	833	34	4	1	828	1070	240	0.0	1304	mf105_rep_c21420
Unigene0048973	mf105_s51522	94.737	38	1	1	139	176	44	8	3.11e-08	58.4	mf105_s51522
Unigene0112176	mf105_rep_c9567	94.737	76	4	0	1	76	90	15	1.73e-26	119	mf105_rep_c9567
Unigene0194014	mf105_c26662	94.675	169	9	0	147	315	203	371	6.73e-70	263	mf105_c26662
Unigene0037507	mf105_s61964	94.643	112	6	0	92	203	104	215	2.01e-43	174	mf105_s61964
Unigene0072142	mf105_rep_c4660	94.595	37	2	0	57	93	542	578	1.51e-07	58.4	mf105_rep_c4660
Unigene0114680	mf105_s55850	94.595	37	2	0	2455	2491	121	85	4.60e-07	58.4	mf105_s55850
Unigene0193017	mf105_s75848	94.595	74	4	0	3	76	253	326	1.77e-25	115	mf105_s75848
Unigene0118906	mf105_c26245	94.521	73	3	1	1	72	75	3	3.50e-24	111	mf105_c26245
Unigene0120062	mf105_c36885	94.444	36	2	0	2	37	1	36	2.78e-07	56.5	mf105_c36885
Unigene0123868	mf105_s50225	94.444	54	3	0	151	204	307	360	3.50e-16	84.2	mf105_s50225
Unigene0138438	mf105_rep_c21726	94.444	36	2	0	278	313	181	146	1.22e-07	56.5	mf105_rep_c21726
Unigene0158372	mf105_rep_c19266	94.400	125	5	2	15	138	569	446	2.24e-48	191	mf105_rep_c19266
Unigene0103650	mf105_c41521	94.382	89	4	1	136	224	536	449	1.18e-31	135	mf105_c41521
Unigene0073022	mf105_s74383	94.340	53	3	0	183	235	84	136	4.29e-15	82.4	mf105_s74383
Unigene0131327	mf105_c46692	94.286	35	2	0	638	672	40	74	9.81e-07	54.7	mf105_c46692
Unigene0101764	mf105_rep_c13795	94.118	34	2	0	3	36	118	85	1.42e-06	52.8	mf105_rep_c13795
Unigene0093304	mf105_s71801	93.939	99	5	1	589	686	14	112	9.10e-35	148	mf105_s71801
Unigene0110936	mf105_rep_c19747	93.939	66	4	0	675	740	34	99	5.70e-20	100	mf105_rep_c19747
Unigene0144463	mf105_rep_c20792	93.924	395	23	1	39	432	456	62	8.87e-170	595	mf105_rep_c20792
Unigene0121264	mf105_rep_c4751	93.886	507	31	0	32	538	565	59	0.0	767	mf105_rep_c4751
Unigene0040345	mf105_c45623	93.778	225	14	0	1107	1331	225	1	6.16e-92	339	mf105_c45623
Unigene0130221	mf105_rep_c8557	93.750	448	26	2	51	497	499	53	0.0	671	mf105_rep_c8557
Unigene0134718	mf105_c24350	93.617	47	3	0	1427	1473	670	624	3.49e-11	71.3	mf105_c24350
Unigene0142855	mf105_rep_c20472	93.521	355	22	1	42	396	445	92	3.18e-149	527	mf105_rep_c20472
Unigene0070128	mf105_s67217	93.478	46	3	0	247	292	123	168	1.45e-11	69.4	mf105_s67217
Unigene0148885	mf105_rep_c2262	93.421	76	5	0	28	103	333	408	1.84e-24	113	mf105_rep_c2262
Unigene0148886	mf105_rep_c2262	93.421	76	5	0	1	76	333	408	2.66e-24	113	mf105_rep_c2262
Unigene0040931	mf105_c22986	93.333	75	5	0	639	713	1	75	9.68e-24	111	mf105_c22986
Unigene0055968	mf105_c10336	93.333	180	12	0	50	229	8	187	3.06e-71	268	mf105_c10336
Unigene0094102	mf105_s70299	93.333	60	4	0	1886	1945	51	110	9.61e-17	89.8	mf105_s70299
Unigene0149205	mf105_rep_c33607	93.333	45	3	0	1	45	232	188	6.48e-11	67.6	mf105_rep_c33607
Unigene0098924	mf105_rep_c11122	93.237	414	26	2	23	435	1027	615	3.67e-173	608	mf105_rep_c11122
Unigene0102153	mf105_rep_c17000	93.201	353	22	2	1	352	79	430	1.48e-146	518	mf105_rep_c17000
Unigene0053209	mf105_rep_c13685	93.182	44	1	2	778	821	577	536	2.53e-09	63.9	mf105_rep_c13685
Unigene0093714	mf105_c47512	93.079	419	27	2	58	475	714	297	1.12e-174	612	mf105_c47512
Unigene0095234	mf105_c39107	93.077	130	8	1	1583	1712	1	129	6.86e-47	189	mf105_c39107
Unigene0056841	mf105_rep_c1243	93.069	808	53	3	1	806	46	852	0.0	1179	mf105_rep_c1243
Unigene0079273	mf105_s56760	93.056	72	5	0	652	723	109	180	2.87e-22	106	mf105_s56760
Unigene0142854	mf105_c37718	92.997	357	21	3	40	394	66	420	1.99e-146	518	mf105_c37718
Unigene0112750	mf105_s58101	92.982	57	3	1	200	256	406	351	1.61e-15	82.4	mf105_s58101
Unigene0087448	mf105_rep_c11740	92.958	71	5	0	998	1068	817	887	1.77e-21	104	mf105_rep_c11740
Unigene0043994	mf105_rep_c496	92.857	42	3	0	1123	1164	727	686	1.35e-08	62.1	mf105_rep_c496
Unigene0028802	mf105_c26662	92.754	207	14	1	176	382	492	287	2.27e-80	298	mf105_c26662
Unigene0087118	mf105_rep_c37147	92.727	110	7	1	45	154	54	162	3.27e-38	158	mf105_rep_c37147
Unigene0141801	mf105_c34526	92.688	506	32	5	147	647	4	509	0.0	725	mf105_c34526
Unigene0173621	mf105_c14691	92.685	1203	82	6	324	1521	50	1251	0.0	1731	mf105_c14691
Unigene0080246	mf105_c18931	92.683	41	3	0	69	109	804	764	2.10e-08	60.2	mf105_c18931
Unigene0025345	mf105_c23452	92.609	690	46	5	383	1071	18	703	0.0	989	mf105_c23452
Unigene0186018	mf105_rep_c20989	92.593	162	12	0	1	162	146	307	5.31e-61	233	mf105_rep_c20989
Unigene0070439	mf105_c45637	92.537	67	3	2	94	158	508	574	1.96e-19	95.3	mf105_c45637
Unigene0140114	mf105_c32649	92.512	414	28	2	105	515	1	414	1.63e-168	592	mf105_c32649
Unigene0061295	mf105_c32669	92.500	40	3	0	3476	3515	367	406	4.66e-07	58.4	mf105_c32669
Unigene0157954	mf105_rep_c11835	92.500	40	3	0	2479	2518	349	388	3.20e-07	58.4	mf105_rep_c11835
Unigene0074934	mf105_c47391	92.414	145	11	0	387	531	145	1	6.34e-53	207	mf105_c47391
Unigene0094251	mf105_rep_c46546	92.342	222	17	0	39	260	421	200	9.61e-86	316	mf105_rep_c46546
Unigene0151718	mf105_rep_c15087	92.338	509	36	3	19	524	57	565	0.0	721	mf105_rep_c15087
Unigene0024083	mf105_c20897	92.308	78	6	0	137	214	119	196	2.46e-24	111	mf105_c20897
Unigene0068467	mf105_rep_c4434	92.308	39	2	1	170	208	43	80	2.20e-06	54.7	mf105_rep_c4434
Unigene0098605	mf105_rep_c43235	92.308	39	3	0	1178	1216	252	290	6.05e-07	56.5	mf105_rep_c43235
Unigene0173855	mf105_rep_c19176	92.308	143	11	0	967	1109	515	373	1.54e-51	204	mf105_rep_c19176
Unigene0204973	mf105_rep_c42089	92.308	78	6	0	593	670	381	304	5.71e-24	111	mf105_rep_c42089
Unigene0205337	mf105_c29357	92.308	39	2	1	54	92	65	28	1.50e-06	54.7	mf105_c29357
Unigene0180142	mf105_rep_c61525	92.275	233	18	0	3	235	10	242	1.33e-90	331	mf105_rep_c61525
Unigene0070478	mf105_rep_c50339	92.222	90	7	0	96	185	514	425	2.75e-29	128	mf105_rep_c50339
Unigene0042132	mf105_c32389	92.211	475	33	4	120	590	12	486	0.0	669	mf105_c32389
Unigene0041909	mf105_c43395	92.188	64	5	0	2354	2417	557	620	2.78e-17	91.6	mf105_c43395
Unigene0054479	mf105_c30106	92.188	192	15	0	472	663	9	200	5.85e-72	272	mf105_c30106
Unigene0121943	mf105_rep_c13695	92.179	179	12	2	72	249	469	292	3.19e-66	252	mf105_rep_c13695
Unigene0086226	mf105_rep_c14117	92.157	51	4	0	509	559	873	823	9.65e-12	73.1	mf105_rep_c14117
Unigene0157776	mf105_c19118	92.144	891	64	6	655	1539	948	58	0.0	1256	mf105_c19118
Unigene0150171	mf105_s63445	92.118	203	16	0	159	361	1	203	5.17e-77	287	mf105_s63445
Unigene0141849	mf105_c24356	92.035	113	9	0	139	251	1	113	7.33e-39	159	mf105_c24356
Unigene0065608	mf105_rep_c43748	92.000	50	2	1	1376	1423	144	95	7.93e-11	69.4	mf105_rep_c43748
Unigene0116149	mf105_c30235	91.935	62	3	2	416	476	345	285	1.10e-15	86.1	mf105_c30235
Unigene0117941	mf105_c19653	91.933	719	52	3	78	791	10	727	0.0	1003	mf105_c19653
Unigene0088564	mf105_rep_c12458	91.892	481	39	0	55	535	63	543	0.0	673	mf105_rep_c12458
Unigene0163782	mf105_c44295	91.827	208	14	3	1	206	150	356	8.34e-77	287	mf105_c44295
Unigene0054113	mf105_s75055	91.818	110	9	0	17	126	342	233	8.51e-37	154	mf105_s75055
Unigene0155799	mf105_rep_c49020	91.808	354	26	2	22	372	55	408	4.70e-138	490	mf105_rep_c49020
Unigene0102758	mf105_c9080	91.803	122	9	1	406	527	418	538	2.71e-41	169	mf105_c9080
Unigene0051934	mf105_c46083	91.784	499	40	1	103	601	498	1	0.0	695	mf105_c46083
Unigene0010136	mf105_c41570	91.756	279	13	7	1903	2171	307	29	1.31e-104	381	mf105_c41570
Unigene0094031	mf105_rep_c5364	91.743	109	9	0	1120	1228	619	727	1.30e-35	152	mf105_rep_c5364
Unigene0136584	mf105_rep_c570	91.687	1251	103	1	3	1252	34	1284	0.0	1733	mf105_rep_c570
Unigene0154352	mf105_rep_c4242	91.681	589	48	1	19	606	627	39	0.0	817	mf105_rep_c4242
Unigene0168904	mf105_rep_c5300	91.667	48	2	2	1712	1758	1182	1228	1.59e-09	65.8	mf105_rep_c5300
Unigene0017749	mf105_c18031	91.579	475	39	1	39	512	60	534	0.0	654	mf105_c18031
Unigene0157869	mf105_rep_c38869	91.571	522	44	0	53	574	522	1	0.0	721	mf105_rep_c38869
Unigene0160114	mf105_rep_c218	91.549	426	35	1	506	931	399	823	1.31e-166	586	mf105_rep_c218
Unigene0164902	mf105_c46943	91.549	71	5	1	72	142	1	70	6.82e-20	97.1	mf105_c46943
Unigene0030822	mf105_c20049	91.499	647	55	0	150	796	647	1	0.0	891	mf105_c20049
Unigene0121531	mf105_rep_c14694	91.489	517	40	4	239	754	9	522	0.0	708	mf105_rep_c14694
Unigene0149125	mf105_rep_c26290	91.489	94	8	0	137	230	2	95	1.41e-30	132	mf105_rep_c26290
Unigene0091494	mf105_rep_c17575	91.471	340	29	0	38	377	344	5	2.26e-131	468	mf105_rep_c17575
Unigene0083246	mf105_c25228	91.387	476	37	4	1213	1685	475	1	0.0	651	mf105_c25228
Unigene0037506	mf105_s58101	91.379	116	9	1	1	115	291	406	2.54e-38	158	mf105_s58101
Unigene0207093	mf105_s50149	91.358	162	10	2	125	284	150	309	1.32e-56	219	mf105_s50149
Unigene0076218	mf105_rep_c6	91.324	1360	114	3	73	1431	1	1357	0.0	1857	mf105_rep_c6
Unigene0152495	mf105_rep_c1304	91.288	1320	112	3	54	1370	1	1320	0.0	1807	mf105_rep_c1304
Unigene0155718	mf105_rep_c12334	91.282	585	51	0	13	597	28	612	0.0	800	mf105_rep_c12334
Unigene0093495	mf105_c23663	91.270	1008	86	2	648	1654	1008	2	0.0	1373	mf105_c23663
Unigene0083782	mf105_s69749	91.257	183	16	0	683	865	1	183	4.61e-65	250	mf105_s69749
Unigene0028805	mf105_s70981	91.250	80	6	1	256	334	33	112	8.16e-23	108	mf105_s70981
Unigene0084016	mf105_c13145	91.250	320	27	1	115	434	1	319	6.75e-121	435	mf105_c13145
Unigene0086221	mf105_c33517	91.244	434	34	4	179	610	432	1	6.16e-167	588	mf105_c33517
Unigene0073653	mf105_s51765	91.220	205	14	2	158	361	202	1	3.93e-73	276	mf105_s51765
Unigene0154472	mf105_rep_c6198	91.211	603	49	2	979	1577	20	622	0.0	817	mf105_rep_c6198
Unigene0109885	mf105_rep_c3238	91.176	68	6	0	310	377	477	410	2.76e-18	93.5	mf105_rep_c3238
Unigene0183608	mf105_rep_c7968	91.166	883	76	2	401	1282	8	889	0.0	1199	mf105_rep_c7968
Unigene0135983	mf105_c37955	91.163	430	36	2	6	433	433	4	6.89e-166	582	mf105_c37955
Unigene0016631	mf105_c16735	91.148	610	54	0	4376	4985	1	610	0.0	828	mf105_c16735
Unigene0041145	mf105_rep_c364	91.144	1163	100	2	6	1166	1	1162	0.0	1576	mf105_rep_c364
Unigene0150172	mf105_s63445	91.133	203	18	0	175	377	1	203	1.17e-73	276	mf105_s63445
Unigene0166876	mf105_rep_c95	91.124	890	79	0	77	966	893	4	0.0	1206	mf105_rep_c95
Unigene0095213	mf105_c16687	91.117	349	29	2	28	375	42	389	1.77e-132	472	mf105_c16687
Unigene0113391	mf105_c34662	91.111	45	4	0	35	79	95	51	2.00e-09	63.9	mf105_c34662
Unigene0162588	mf105_rep_c55312	91.111	90	8	0	6	95	216	305	8.45e-28	122	mf105_rep_c55312
Unigene0164901	mf105_c26662	91.111	180	16	0	234	413	208	387	3.26e-64	244	mf105_c26662
Unigene0140127	mf105_c25638	91.104	326	29	0	25	350	432	107	9.65e-124	442	mf105_c25638
Unigene0111859	mf105_rep_c34246	91.045	134	12	0	2063	2196	5	138	1.47e-44	182	mf105_rep_c34246
Unigene0118613	mf105_c36833	91.039	491	40	4	905	1391	491	1	0.0	660	mf105_c36833
Unigene0074027	mf105_c29971	91.026	78	7	0	526	603	121	198	2.80e-21	106	mf105_c29971
Unigene0095764	mf105_c25293	91.026	78	7	0	1033	1110	287	364	5.69e-22	106	mf105_c25293
Unigene0112669	mf105_rep_c2707	91.009	545	49	0	46	590	382	926	0.0	736	mf105_rep_c2707
Unigene0071946	mf105_rep_c229	90.993	755	66	2	156	909	760	7	0.0	1016	mf105_rep_c229
Unigene0207101	mf105_s50149	90.977	133	12	0	125	257	150	282	5.63e-45	180	mf105_s50149
Unigene0072864	mf105_c42926	90.954	409	35	2	482	889	408	1	2.11e-155	549	mf105_c42926
Unigene0193015	mf105_s75848	90.909	77	7	0	4	80	250	326	4.36e-22	104	mf105_s75848
Unigene0151960	mf105_rep_c48758	90.863	591	53	1	113	702	1	591	0.0	791	mf105_rep_c48758
Unigene0044238	mf105_rep_c8137	90.850	1377	90	15	13	1359	1372	2	0.0	1812	mf105_rep_c8137
Unigene0056179	mf105_c38978	90.798	163	15	0	326	488	1	163	5.24e-56	219	mf105_c38978
Unigene0207092	mf105_s50149	90.789	152	9	4	88	237	156	304	1.42e-50	198	mf105_s50149
Unigene0024075	mf105_s50149	90.769	65	6	0	228	292	155	219	4.32e-17	87.9	mf105_s50149
Unigene0137328	mf105_s50149	90.769	65	6	0	133	197	155	219	2.92e-17	87.9	mf105_s50149
Unigene0196180	mf105_s55379	90.741	54	5	0	2600	2653	143	90	1.47e-11	73.1	mf105_s55379
Unigene0173461	mf105_rep_c2984	90.738	637	56	3	861	1495	1	636	0.0	846	mf105_rep_c2984
Unigene0083655	mf105_rep_c20308	90.733	464	40	2	2	462	489	26	6.75e-176	616	mf105_rep_c20308
Unigene0107930	mf105_c42680	90.706	269	25	0	99	367	570	302	2.98e-99	361	mf105_c42680
Unigene0007851	mf105_c22695	90.698	430	40	0	65	494	430	1	4.90e-163	573	mf105_c22695
Unigene0041928	mf105_rep_c42921	90.693	462	40	3	286	745	746	286	2.26e-175	616	mf105_rep_c42921
Unigene0018787	mf105_c31620	90.691	376	35	0	14	389	51	426	6.15e-141	501	mf105_c31620
Unigene0040304	mf105_s64961	90.670	418	39	0	643	1060	418	1	5.32e-158	558	mf105_s64961
Unigene0077902	mf105_c42511	90.667	75	6	1	977	1050	1	75	7.10e-20	99.0	mf105_c42511
Unigene0135984	mf105_s61494	90.649	385	36	0	1	385	385	1	8.17e-145	512	mf105_s61494
Unigene0113412	mf105_c43395	90.625	64	6	0	498	561	557	620	4.32e-16	86.1	mf105_c43395
Unigene0196411	mf105_rep_c49584	90.625	256	24	0	2	257	359	104	6.73e-94	342	mf105_rep_c49584
Unigene0105711	mf105_c16381	90.566	53	5	0	58	110	800	852	2.77e-12	71.3	mf105_c16381
Unigene0096662	mf105_rep_c1401	90.551	1217	115	0	3	1219	1217	1	0.0	1611	mf105_rep_c1401
Unigene0157619	mf105_rep_c37026	90.524	897	82	3	11	906	895	1	0.0	1182	mf105_rep_c37026
Unigene0023658	mf105_rep_c20989	90.523	306	29	0	876	1181	2	307	4.78e-112	405	mf105_rep_c20989
Unigene0085881	mf105_c30798	90.487	431	40	1	4	433	455	25	3.78e-161	568	mf105_c30798
Unigene0158094	mf105_rep_c501	90.464	1143	102	7	116	1254	1140	1	0.0	1502	mf105_rep_c501
Unigene0077450	mf105_rep_c8521	90.436	596	49	4	154	747	594	5	0.0	778	mf105_rep_c8521
Unigene0077148	mf105_rep_c11908	90.400	500	47	1	4	503	720	222	0.0	656	mf105_rep_c11908
Unigene0138552	mf105_rep_c78	90.398	854	73	7	84	934	7	854	0.0	1114	mf105_rep_c78
Unigene0162589	mf105_rep_c34648	90.385	104	10	0	1	104	407	510	3.32e-32	137	mf105_rep_c34648
Unigene0083621	mf105_c35528	90.354	508	47	2	770	1276	508	2	0.0	665	mf105_c35528
Unigene0064610	mf105_c15745	90.342	818	79	0	59	876	818	1	0.0	1074	mf105_c15745
