qaccver	saccver	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	stitle
Unigene0066457	Skav227964	95.312	64	3	0	195	258	1339	1276	9.07E-21	102	Unigene0066457
Unigene0053428	Skav222078	95.238	105	4	1	1	104	596	492	8.43E-40	165	Unigene0053428
Unigene0133457	Skav208919	95.21	167	8	0	18	184	567	733	5.69E-70	265	Unigene0133457
Unigene0017082	Skav217186	95.161	62	3	0	1343	1404	1717	1656	4.11E-19	99	Unigene0017082
Unigene0042090	Skav232450	95.161	62	3	0	310	371	347	286	1.24E-19	99	Unigene0042090
Unigene0099231	Skav218033	95.122	41	2	0	541	581	350	390	1.48E-09	65.8	Unigene0099231
Unigene0133640	Skav236134	95.122	41	2	0	1289	1329	193	153	5.04E-09	65.8	Unigene0133640
Unigene0046365	Skav214229	95.082	61	3	0	2265	2325	417	477	2.19E-18	97.1	Unigene0046365
Unigene0052177	Skav218214	95.082	61	3	0	137	197	1025	965	1.69E-19	97.1	Unigene0052177
Unigene0063590	Skav222009	95	60	3	0	69	128	277	336	6.07E-19	95.3	Unigene0063590
Unigene0087395	Skav228908	95	140	7	0	265	404	38	177	3.20E-56	220	Unigene0087395
Unigene0089824	Skav213286	94.944	178	9	0	1	178	396	219	4.09E-74	279	Unigene0089824
Unigene0098853	Skav211090	94.937	79	4	0	132	210	260	182	9.95E-28	124	Unigene0098853
Unigene0054889	Skav234866	94.872	39	1	1	378	415	1421	1459	1.27E-07	60.2	Unigene0054889
Unigene0072691	Skav226174	94.845	97	5	0	1	97	2306	2402	4.45E-36	152	Unigene0072691
Unigene0042126	Skav215227	94.737	38	1	1	59	96	528	564	3.18E-07	58.4	Unigene0042126
Unigene0094862	Skav218481	94.737	38	2	0	367	404	770	807	5.35E-08	60.2	Unigene0094862
Unigene0040917	Skav234541	94.737	57	3	0	752	808	2279	2223	3.47E-16	89.8	Unigene0040917
Unigene0055129	Skav235752	94.737	57	3	0	540	596	14	70	1.34E-16	89.8	Unigene0055129
Unigene0095400	Skav207864	94.667	75	4	0	92	166	67	141	2.33E-25	117	Unigene0095400
Unigene0030763	Skav226814	94.667	75	4	0	323	397	1214	1140	6.98E-25	117	Unigene0030763
Unigene0016906	Skav218025	94.643	56	3	0	1	56	2578	2633	3.13E-16	87.9	Unigene0016906
Unigene0073697	Skav219280	94.643	56	3	0	129	184	535	480	1.63E-16	87.9	Unigene0073697
Unigene0114197	Skav236769	94.643	56	3	0	985	1040	43	98	5.89E-16	87.9	Unigene0114197
Unigene0200270	Skav234544	94.595	37	2	0	261	297	919	955	7.14E-07	58.4	Unigene0200270
Unigene0057869	Skav202023	94.565	92	5	0	1239	1330	1386	1477	1.78E-32	143	Unigene0057869
Unigene0029945	Skav203682	94.531	128	7	0	844	971	695	568	2.78E-49	198	Unigene0029945
Unigene0099969	Skav205337	94.521	146	8	0	1	146	147	2	1.75E-58	226	Unigene0099969
Unigene0094900	Skav210179	94.521	73	3	1	605	676	3615	3543	2.20E-23	111	Unigene0094900
Unigene0074212	Skav232803	94.521	73	4	0	112	184	1084	1156	2.77E-24	113	Unigene0074212
Unigene0084899	Skav200774	94.444	36	2	0	297	332	486	451	2.02E-06	56.5	Unigene0084899
Unigene0044379	Skav200980	94.444	54	3	0	3	56	1377	1324	5.07E-15	84.2	Unigene0044379
Unigene0094783	Skav214247	94.444	36	2	0	314	349	424	459	7.26E-07	56.5	Unigene0094783
Unigene0198511	Skav201770	94.416	1540	85	1	1	1539	1868	329	0	2366	Unigene0198511
Unigene0052614	Skav228232	94.407	447	25	0	1	447	32	478	0	688	Unigene0052614
Unigene0138854	Skav236730	94.379	338	16	1	72	406	1	338	2.50E-145	516	Unigene0138854
Unigene0157479	Skav200184	94.359	390	22	0	4	393	119	508	2.18E-170	599	Unigene0157479
Unigene0052541	Skav204132	94.34	53	3	0	1528	1580	2471	2523	4.74E-14	82.4	Unigene0052541
Unigene0088620	Skav236290	94.34	53	3	0	873	925	188	136	2.38E-14	82.4	Unigene0088620
Unigene0162677	Skav203995	94.309	246	14	0	1	246	357	112	6.65E-104	377	Unigene0162677
Unigene0116105	Skav214041	94.286	70	3	1	622	691	2201	2133	2.19E-21	106	Unigene0116105
Unigene0138232	Skav219398	94.286	70	4	0	131	200	190	259	8.58E-23	108	Unigene0138232
Unigene0044863	Skav234422	94.286	35	2	0	274	308	334	368	3.16E-06	54.7	Unigene0044863
Unigene0117941	Skav205375	94.275	786	45	0	1	786	16	801	0	1203	Unigene0117941
Unigene0016672	Skav226423	94.253	87	5	0	8	94	3906	3820	3.71E-30	134	Unigene0016672
Unigene0017603	Skav217440	94.245	139	8	0	998	1136	139	1	4.38E-53	213	Unigene0017603
Unigene0086670	Skav215712	94.231	104	6	0	61	164	488	591	2.41E-38	159	Unigene0086670
Unigene0017188	Skav228247	94.231	52	3	0	1594	1645	882	831	1.64E-13	80.5	Unigene0017188
Unigene0115983	Skav233479	94.231	52	2	1	32	82	591	642	3.35E-13	78.7	Unigene0115983
Unigene0166876	Skav210571	94.214	674	39	0	1	674	975	302	0	1029	Unigene0166876
Unigene0140114	Skav227673	94.209	449	26	0	1	449	27	475	0	686	Unigene0140114
Unigene0057627	Skav200454	94.203	69	4	0	31	99	1241	1173	6.59E-22	106	Unigene0057627
Unigene0079269	Skav222616	94.203	138	8	0	4	141	475	338	1.18E-53	211	Unigene0079269
Unigene0084164	Skav229524	94.203	69	4	0	118	186	163	95	4.03E-22	106	Unigene0084164
Unigene0104108	Skav225817	94.194	155	9	0	326	480	55	209	3.50E-61	237	Unigene0104108
Unigene0075134	Skav221117	94.186	86	5	0	21	106	743	828	4.86E-30	132	Unigene0075134
Unigene0098110	Skav217627	94.15	359	19	2	1	358	145	502	4.58E-154	545	Unigene0098110
Unigene0159678	Skav224005	94.15	735	38	3	1	731	377	1110	0	1114	Unigene0159678
Unigene0068633	Skav200585	94.118	68	4	0	20	87	437	370	1.74E-21	104	Unigene0068633
Unigene0143417	Skav205628	94.118	51	3	0	1163	1213	2753	2803	4.10E-13	78.7	Unigene0143417
Unigene0104481	Skav210419	94.118	255	15	0	1	255	404	150	3.20E-107	388	Unigene0104481
Unigene0126202	Skav230497	94.118	136	8	0	141	276	31	166	1.36E-52	207	Unigene0126202
Unigene0156111	Skav230662	94.118	51	3	0	1	51	706	656	1.63E-12	78.7	Unigene0156111
Unigene0141801	Skav229709	94.083	507	30	0	1	507	10	516	0	771	Unigene0141801
Unigene0066722	Skav219397	94.059	101	6	0	24	124	253	153	1.19E-36	154	Unigene0066722
Unigene0029557	Skav212505	94.043	705	42	0	1	705	859	155	0	1070	Unigene0029557
Unigene0047439	Skav208516	94.03	134	8	0	22	155	519	386	9.67E-52	204	Unigene0047439
Unigene0096766	Skav222691	94.03	67	4	0	339	405	1772	1838	1.06E-20	102	Unigene0096766
Unigene0094908	Skav205430	94.017	117	7	0	120	236	2223	2339	9.30E-44	178	Unigene0094908
Unigene0051156	Skav200676	94	50	3	0	21	70	1839	1790	1.28E-12	76.8	Unigene0051156
Unigene0040358	Skav201901	94	50	3	0	6864	6913	2419	2468	8.45E-12	76.8	Unigene0040358
Unigene0094814	Skav223123	94	50	3	0	550	599	328	279	1.22E-12	76.8	Unigene0094814
Unigene0063770	Skav232270	94	100	6	0	28	127	595	694	6.38E-36	152	Unigene0063770
Unigene0051589	Skav212329	93.976	83	5	0	115	197	1080	998	1.41E-27	126	Unigene0051589
Unigene0127174	Skav229906	93.955	579	35	0	1	579	25	603	0	876	Unigene0127174
Unigene0074174	Skav207765	93.939	99	6	0	1390	1488	1662	1760	1.68E-34	150	Unigene0074174
Unigene0093312	Skav217812	93.913	115	7	0	470	584	749	863	4.21E-42	174	Unigene0093312
Unigene0160707	Skav217816	93.863	717	32	5	97	801	837	121	0	1070	Unigene0160707
Unigene0095760	Skav212602	93.846	65	4	0	439	503	342	406	1.34E-19	99	Unigene0095760
Unigene0162049	Skav229766	93.836	438	27	0	1	438	12	449	0	660	Unigene0162049
Unigene0082579	Skav223475	93.827	81	5	0	790	870	698	778	1.36E-26	122	Unigene0082579
Unigene0096821	Skav232060	93.827	81	5	0	938	1018	996	1076	1.54E-26	122	Unigene0096821
Unigene0066584	Skav201304	93.814	97	6	0	146	242	178	82	3.36E-34	147	Unigene0066584
Unigene0146271	Skav228309	93.805	339	21	0	1	339	514	176	8.92E-144	510	Unigene0146271
Unigene0087692	Skav204400	93.75	240	15	0	1	240	379	140	6.51E-99	361	Unigene0087692
Unigene0061267	Skav207284	93.75	64	4	0	432	495	1852	1915	4.62E-19	97.1	Unigene0061267
Unigene0056841	Skav210981	93.75	848	53	0	1	848	102	949	0	1273	Unigene0056841
Unigene0053042	Skav213263	93.75	96	6	0	1092	1187	411	316	3.91E-33	145	Unigene0053042
Unigene0108583	Skav215225	93.75	48	3	0	389	436	1174	1127	8.06E-12	73.1	Unigene0108583
Unigene0073073	Skav234603	93.75	80	5	0	65	144	157	236	1.49E-26	121	Unigene0073073
Unigene0055974	Skav234686	93.694	111	7	0	93	203	1051	941	5.70E-40	167	Unigene0055974
Unigene0020915	Skav204335	93.671	1264	78	2	1	1263	1423	161	0	1890	Unigene0020915
Unigene0026712	Skav226527	93.671	79	3	2	436	514	588	664	7.69E-25	117	Unigene0026712
Unigene0152573	Skav201282	93.617	47	3	0	263	309	675	721	2.18E-11	71.3	Unigene0152573
Unigene0108589	Skav203588	93.617	47	2	1	85	130	1449	1495	1.40E-10	69.4	Unigene0108589
Unigene0084682	Skav220607	93.617	47	3	0	1818	1864	716	762	1.23E-10	71.3	Unigene0084682
Unigene0066061	Skav218294	93.574	249	16	0	1	249	86	334	3.13E-102	372	Unigene0066061
Unigene0016807	Skav213530	93.506	77	5	0	155	231	160	236	5.36E-25	115	Unigene0016807
Unigene0087444	Skav218973	93.506	154	7	2	138	291	549	699	7.06E-58	226	Unigene0087444
Unigene0068226	Skav233546	93.506	154	10	0	68	221	260	413	4.04E-59	230	Unigene0068226
Unigene0044642	Skav234971	93.506	77	5	0	51	127	539	615	1.06E-24	115	Unigene0044642
Unigene0086634	Skav236493	93.506	77	5	0	1	77	544	468	1.63E-24	115	Unigene0086634
Unigene0051117	Skav232752	93.496	123	8	0	110	232	814	692	2.31E-45	183	Unigene0051117
Unigene0032808	Skav215566	93.494	1414	71	6	1	1393	1624	211	0	2082	Unigene0032808
Unigene0055248	Skav221798	93.491	169	11	0	253	421	695	863	2.50E-65	252	Unigene0055248
Unigene0072783	Skav234614	93.491	169	11	0	62	230	8007	7839	4.49E-66	252	Unigene0072783
Unigene0083490	Skav227922	93.478	46	3	0	709	754	533	578	3.88E-10	69.4	Unigene0083490
Unigene0146327	Skav221821	93.443	61	4	0	384	444	1263	1323	1.03E-16	91.6	Unigene0146327
Unigene0041517	Skav225129	93.427	213	14	0	62	274	110	322	3.09E-85	316	Unigene0041517
Unigene0050878	Skav230377	93.413	167	11	0	163	329	3275	3441	1.29E-64	248	Unigene0050878
Unigene0129366	Skav204427	93.396	106	7	0	1	106	5369	5264	1.33E-37	158	Unigene0129366
Unigene0065373	Skav213366	93.396	106	7	0	397	502	284	179	2.18E-37	158	Unigene0065373
Unigene0151960	Skav219957	93.374	649	41	2	1	648	53	700	0	959	Unigene0151960
Unigene0107910	Skav234870	93.37	181	12	0	734	914	183	3	1.81E-70	268	Unigene0107910
Unigene0042301	Skav207776	93.333	105	1	6	119	218	4	107	1.81E-35	150	Unigene0042301
Unigene0095823	Skav211622	93.333	60	4	0	311	370	947	1006	6.07E-17	89.8	Unigene0095823
Unigene0132877	Skav223464	93.333	60	4	0	402	461	204	145	7.16E-17	89.8	Unigene0132877
Unigene0052082	Skav231885	93.333	75	5	0	587	661	1737	1663	2.48E-23	111	Unigene0052082
Unigene0154352	Skav213655	93.31	583	39	0	663	1245	602	20	0	861	Unigene0154352
Unigene0061646	Skav219211	93.269	104	7	0	865	968	135	238	7.33E-36	154	Unigene0061646
Unigene0000364	Skav203189	93.258	89	5	1	44	131	618	530	6.58E-29	130	Unigene0000364
Unigene0141312	Skav227137	93.252	326	22	0	1	326	40	365	7.83E-135	481	Unigene0141312
Unigene0051779	Skav207983	93.243	74	5	0	1265	1338	990	1063	1.63E-22	110	Unigene0051779
Unigene0030476	Skav209871	93.243	74	5	0	62	135	1010	937	8.29E-23	110	Unigene0030476
Unigene0063465	Skav226277	93.243	74	5	0	1503	1576	551	478	2.10E-22	110	Unigene0063465
Unigene0054704	Skav229612	93.243	74	5	0	51	124	1087	1014	4.66E-23	110	Unigene0054704
Unigene0057133	Skav235293	93.243	74	5	0	352	425	693	620	1.08E-22	110	Unigene0057133
Unigene0016265	Skav235543	93.243	74	5	0	213	286	634	707	5.49E-23	110	Unigene0016265
Unigene0176651	Skav213955	93.22	59	4	0	328	386	272	214	4.43E-16	87.9	Unigene0176651
Unigene0056728	Skav207026	93.204	103	7	0	187	289	641	539	1.14E-35	152	Unigene0056728
Unigene0073137	Skav230421	93.196	485	33	0	584	1068	599	1083	0	713	Unigene0073137
Unigene0017749	Skav230835	93.176	425	29	0	11	435	85	509	3.97E-178	625	Unigene0017749
Unigene0091377	Skav200667	93.162	117	8	0	182	298	150	34	4.74E-42	172	Unigene0091377
Unigene0031169	Skav213246	93.154	409	28	0	1959	2367	8	416	3.82E-170	601	Unigene0031169
Unigene0053608	Skav201094	93.151	73	5	0	512	584	450	522	4.09E-22	108	Unigene0053608
Unigene0060557	Skav210927	93.151	146	10	0	84	229	240	95	6.04E-55	215	Unigene0060557
Unigene0093214	Skav216272	93.151	73	5	0	507	579	442	514	3.99E-22	108	Unigene0093214
Unigene0090589	Skav221083	93.151	73	5	0	225	297	155	83	1.19E-22	108	Unigene0090589
Unigene0086480	Skav201536	93.119	218	15	0	147	364	377	160	2.08E-86	320	Unigene0086480
Unigene0061947	Skav230181	93.069	101	7	0	16	116	719	619	1.92E-34	148	Unigene0061947
Unigene0175642	Skav225272	93.06	317	21	1	41	357	355	40	2.67E-129	462	Unigene0175642
Unigene0016470	Skav235157	93.056	72	4	1	667	738	501	431	4.99E-21	104	Unigene0016470
Unigene0028895	Skav229287	93.046	302	20	1	533	834	8	308	3.19E-122	440	Unigene0028895
Unigene0157524	Skav212738	93.023	430	25	3	1	426	18	446	1.40E-177	623	Unigene0157524
Unigene0073741	Skav227717	93.023	86	6	0	3091	3176	218	303	4.39E-27	126	Unigene0073741
Unigene0136584	Skav206149	93.004	729	51	0	1	729	485	1213	0	1064	Unigene0136584
Unigene0087331	Skav227060	93	100	7	0	869	968	492	393	1.22E-33	147	Unigene0087331
Unigene0055850	Skav217368	92.997	357	25	0	1	357	505	149	4.34E-147	521	Unigene0055850
Unigene0072229	Skav201604	92.982	57	3	1	113	169	214	269	1.34E-13	82.4	Unigene0072229
Unigene0084490	Skav215192	92.982	57	3	1	208	263	1097	1153	7.82E-15	82.4	Unigene0084490
Unigene0058023	Skav215885	92.982	114	8	0	250	363	1336	1449	5.43E-40	167	Unigene0058023
Unigene0025724	Skav226747	92.97	697	49	0	1	697	712	1408	0	1016	Unigene0025724
Unigene0084900	Skav222094	92.958	71	5	0	632	702	293	223	4.14E-21	104	Unigene0084900
Unigene0078477	Skav236682	92.958	71	5	0	9	79	434	504	2.62E-21	104	Unigene0078477
Unigene0080561	Skav223042	92.935	184	11	2	1419	1601	113	295	1.12E-69	267	Unigene0080561
Unigene0074279	Skav212629	92.926	622	41	1	26	644	39	660	0	902	Unigene0074279
Unigene0073669	Skav223662	92.92	113	8	0	361	473	2124	2236	1.27E-39	165	Unigene0073669
Unigene0157619	Skav208858	92.897	901	64	0	9	909	1012	112	0	1310	Unigene0157619
Unigene0119972	Skav221443	92.875	393	28	0	1	393	32	424	4.71E-162	571	Unigene0119972
Unigene0098891	Skav204388	92.857	168	12	0	246	413	316	149	1.34E-63	244	Unigene0098891
Unigene0058190	Skav209515	92.857	336	21	1	1	333	440	105	5.31E-136	484	Unigene0058190
Unigene0009603	Skav209617	92.857	56	4	0	92	147	127	182	3.24E-14	82.4	Unigene0009603
Unigene0094404	Skav221940	92.857	70	5	0	67	136	228	297	6.00E-21	102	Unigene0094404
Unigene0090989	Skav222283	92.857	168	12	0	10	177	8	175	7.13E-64	244	Unigene0090989
