qaccver	saccver	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	stitle
Unigene0043172	BGNK01000914.1	100.000	32	0	0	2	33	81636	81667	7.56e-07	60.2	BGNK01000914.1 Symbiodinium sp. clade A Y106 DNA, scaffold945.1, whole genome shotgun sequence
Unigene0044916	BGNK01002582.1	100.000	32	0	0	1331	1362	10810	10779	1.16e-06	60.2	BGNK01002582.1 Symbiodinium sp. clade A Y106 DNA, scaffold2710.1, whole genome shotgun sequence
Unigene0045328	BGNK01000369.1	100.000	31	0	0	175	205	6402	6372	8.19e-07	58.4	BGNK01000369.1 Symbiodinium sp. clade A Y106 DNA, scaffold383.1, whole genome shotgun sequence
Unigene0049042	BGNK01002296.1	100.000	31	0	0	107	137	74228	74198	1.70e-06	58.4	BGNK01002296.1 Symbiodinium sp. clade A Y106 DNA, scaffold2412.1, whole genome shotgun sequence
Unigene0049206	BGNK01003970.1	100.000	36	0	0	23	58	51835	51800	6.13e-10	67.6	BGNK01003970.1 Symbiodinium sp. clade A Y106 DNA, scaffold4183.1, whole genome shotgun sequence
Unigene0051047	BGNK01001746.1	100.000	33	0	0	203	235	70196	70228	1.44e-07	62.1	BGNK01001746.1 Symbiodinium sp. clade A Y106 DNA, scaffold1822.1, whole genome shotgun sequence
Unigene0051652	BGNK01002747.1	100.000	31	0	0	372	402	80934	80964	7.71e-07	58.4	BGNK01002747.1 Symbiodinium sp. clade A Y106 DNA, scaffold2885.1, whole genome shotgun sequence
Unigene0051990	BGNK01007438.1	100.000	31	0	0	243	273	14357	14387	5.33e-06	58.4	BGNK01007438.1 Symbiodinium sp. clade A Y106 DNA, scaffold7889.1, whole genome shotgun sequence
Unigene0054279	BGNK01002195.1	100.000	33	0	0	633	665	58145	58113	1.66e-07	62.1	BGNK01002195.1 Symbiodinium sp. clade A Y106 DNA, scaffold2304.1, whole genome shotgun sequence
Unigene0054945	BGNK01001610.1	100.000	32	0	0	1575	1606	73681	73650	1.24e-06	60.2	BGNK01001610.1 Symbiodinium sp. clade A Y106 DNA, scaffold1677.1, whole genome shotgun sequence
Unigene0054998	BGNK01000498.1	100.000	32	0	0	2577	2608	75195	75164	2.73e-06	60.2	BGNK01000498.1 Symbiodinium sp. clade A Y106 DNA, scaffold515.1, whole genome shotgun sequence
Unigene0056059	BGNK01000369.1	100.000	32	0	0	130	161	68858	68889	8.33e-07	60.2	BGNK01000369.1 Symbiodinium sp. clade A Y106 DNA, scaffold383.1, whole genome shotgun sequence
Unigene0057030	BGNK01000198.1	100.000	39	0	0	1721	1759	200530	200568	1.37e-10	73.1	BGNK01000198.1 Symbiodinium sp. clade A Y106 DNA, scaffold204.1, whole genome shotgun sequence
Unigene0057698	BGNK01003144.1	100.000	29	0	0	180	208	79538	79510	5.98e-06	54.7	BGNK01003144.1 Symbiodinium sp. clade A Y106 DNA, scaffold3307.1, whole genome shotgun sequence
Unigene0060893	BGNK01007274.1	100.000	34	0	0	22	55	15115	15082	9.22e-09	63.9	BGNK01007274.1 Symbiodinium sp. clade A Y106 DNA, scaffold7716.1, whole genome shotgun sequence
Unigene0061576	BGNK01001714.1	100.000	31	0	0	1257	1287	90334	90364	4.08e-06	58.4	BGNK01001714.1 Symbiodinium sp. clade A Y106 DNA, scaffold1788.1, whole genome shotgun sequence
Unigene0062768	BGNK01000650.1	100.000	36	0	0	2158	2193	144400	144365	1.26e-08	67.6	BGNK01000650.1 Symbiodinium sp. clade A Y106 DNA, scaffold672.1, whole genome shotgun sequence
Unigene0062805	BGNK01003110.1	100.000	68	0	0	1244	1311	34063	34130	8.44e-27	126	BGNK01003110.1 Symbiodinium sp. clade A Y106 DNA, scaffold3272.1, whole genome shotgun sequence
Unigene0065255	BGNK01000618.1	100.000	30	0	0	290	319	32460	32431	6.00e-06	56.5	BGNK01000618.1 Symbiodinium sp. clade A Y106 DNA, scaffold637.1, whole genome shotgun sequence
Unigene0065975	BGNK01001211.1	100.000	35	0	0	568	602	149394	149428	1.44e-08	65.8	BGNK01001211.1 Symbiodinium sp. clade A Y106 DNA, scaffold1263.1, whole genome shotgun sequence
Unigene0066663	BGNK01004917.1	100.000	33	0	0	460	492	29233	29201	2.00e-07	62.1	BGNK01004917.1 Symbiodinium sp. clade A Y106 DNA, scaffold5182.1, whole genome shotgun sequence
Unigene0068983	BGNK01006349.1	100.000	29	0	0	265	293	11014	11042	8.75e-06	54.7	BGNK01006349.1 Symbiodinium sp. clade A Y106 DNA, scaffold6730.1, whole genome shotgun sequence
Unigene0069968	BGNK01000396.1	100.000	29	0	0	200	228	199517	199489	5.68e-06	54.7	BGNK01000396.1 Symbiodinium sp. clade A Y106 DNA, scaffold411.1, whole genome shotgun sequence
Unigene0070840	BGNK01000901.1	100.000	29	0	0	1	29	75791	75763	7.92e-06	54.7	BGNK01000901.1 Symbiodinium sp. clade A Y106 DNA, scaffold932.1, whole genome shotgun sequence
Unigene0071207	BGNK01002051.1	100.000	30	0	0	244	273	37694	37665	2.25e-06	56.5	BGNK01002051.1 Symbiodinium sp. clade A Y106 DNA, scaffold2150.1, whole genome shotgun sequence
Unigene0072142	BGNK01000346.1	100.000	52	0	0	472	523	197104	197155	5.65e-18	97.1	BGNK01000346.1 Symbiodinium sp. clade A Y106 DNA, scaffold358.1, whole genome shotgun sequence
Unigene0072414	BGNK01000377.1	100.000	33	0	0	1291	1323	70649	70681	2.14e-07	62.1	BGNK01000377.1 Symbiodinium sp. clade A Y106 DNA, scaffold392.1, whole genome shotgun sequence
Unigene0072502	BGNK01002156.1	100.000	31	0	0	763	793	107131	107161	2.02e-06	58.4	BGNK01002156.1 Symbiodinium sp. clade A Y106 DNA, scaffold2264.1, whole genome shotgun sequence
Unigene0073057	BGNK01001670.1	100.000	35	0	0	1910	1944	21793	21827	2.66e-08	65.8	BGNK01001670.1 Symbiodinium sp. clade A Y106 DNA, scaffold1741.1, whole genome shotgun sequence
Unigene0074263	BGNK01000181.1	100.000	33	0	0	1002	1034	116475	116443	3.18e-07	62.1	BGNK01000181.1 Symbiodinium sp. clade A Y106 DNA, scaffold187.1, whole genome shotgun sequence
Unigene0074458	BGNK01001363.1	100.000	31	0	0	424	454	19174	19144	2.27e-06	58.4	BGNK01001363.1 Symbiodinium sp. clade A Y106 DNA, scaffold1423.1, whole genome shotgun sequence
Unigene0074793	BGNK01001288.1	100.000	31	0	0	3463	3493	81759	81789	8.03e-06	58.4	BGNK01001288.1 Symbiodinium sp. clade A Y106 DNA, scaffold1345.1, whole genome shotgun sequence
Unigene0075907	BGNK01000105.1	100.000	30	0	0	487	516	151458	151429	7.96e-06	56.5	BGNK01000105.1 Symbiodinium sp. clade A Y106 DNA, scaffold108.1, whole genome shotgun sequence
Unigene0076006	BGNK01006899.1	100.000	31	0	0	28	58	7048	7018	2.43e-06	58.4	BGNK01006899.1 Symbiodinium sp. clade A Y106 DNA, scaffold7315.1, whole genome shotgun sequence
Unigene0076251	BGNK01004998.1	100.000	31	0	0	57	87	4625	4595	3.61e-07	58.4	BGNK01004998.1 Symbiodinium sp. clade A Y106 DNA, scaffold5276.1, whole genome shotgun sequence
Unigene0077294	BGNK01001757.1	100.000	31	0	0	1848	1878	32984	32954	3.99e-06	58.4	BGNK01001757.1 Symbiodinium sp. clade A Y106 DNA, scaffold1836.1, whole genome shotgun sequence
Unigene0077693	BGNK01000884.1	100.000	30	0	0	93	122	161392	161363	2.20e-06	56.5	BGNK01000884.1 Symbiodinium sp. clade A Y106 DNA, scaffold914.1, whole genome shotgun sequence
Unigene0079653	BGNK01003073.1	100.000	31	0	0	89	119	60785	60755	2.15e-06	58.4	BGNK01003073.1 Symbiodinium sp. clade A Y106 DNA, scaffold3233.1, whole genome shotgun sequence
Unigene0080549	BGNK01004518.1	100.000	30	0	0	211	240	32693	32722	3.09e-06	56.5	BGNK01004518.1 Symbiodinium sp. clade A Y106 DNA, scaffold4762.1, whole genome shotgun sequence
Unigene0081812	BGNK01000142.1	100.000	33	0	0	75	107	302625	302657	4.00e-08	62.1	BGNK01000142.1 Symbiodinium sp. clade A Y106 DNA, scaffold148.1, whole genome shotgun sequence
Unigene0082770	BGNK01004860.1	100.000	31	0	0	226	256	17245	17275	4.41e-06	58.4	BGNK01004860.1 Symbiodinium sp. clade A Y106 DNA, scaffold5121.1, whole genome shotgun sequence
Unigene0082924	BGNK01006451.1	100.000	32	0	0	950	981	14042	14011	1.37e-06	60.2	BGNK01006451.1 Symbiodinium sp. clade A Y106 DNA, scaffold6837.1, whole genome shotgun sequence
Unigene0083113	BGNK01000507.1	100.000	69	0	0	1430	1498	174613	174681	2.28e-27	128	BGNK01000507.1 Symbiodinium sp. clade A Y106 DNA, scaffold524.1, whole genome shotgun sequence
Unigene0083127	BGNK01005667.1	100.000	30	0	0	9	38	17325	17354	2.51e-06	56.5	BGNK01005667.1 Symbiodinium sp. clade A Y106 DNA, scaffold6010.1, whole genome shotgun sequence
Unigene0083672	BGNK01002749.1	100.000	32	0	0	694	725	30867	30898	4.52e-07	60.2	BGNK01002749.1 Symbiodinium sp. clade A Y106 DNA, scaffold2888.1, whole genome shotgun sequence
Unigene0084452	BGNK01000012.1	100.000	31	0	0	996	1026	521046	521016	5.34e-06	58.4	BGNK01000012.1 Symbiodinium sp. clade A Y106 DNA, scaffold12.1, whole genome shotgun sequence
Unigene0086763	BGNK01005938.1	100.000	32	0	0	873	904	16806	16775	5.88e-07	60.2	BGNK01005938.1 Symbiodinium sp. clade A Y106 DNA, scaffold6294.1, whole genome shotgun sequence
Unigene0087966	BGNK01001646.1	100.000	30	0	0	616	645	51352	51381	5.93e-06	56.5	BGNK01001646.1 Symbiodinium sp. clade A Y106 DNA, scaffold1715.1, whole genome shotgun sequence
Unigene0094606	BGNK01001786.1	100.000	33	0	0	1465	1497	63701	63669	3.55e-07	62.1	BGNK01001786.1 Symbiodinium sp. clade A Y106 DNA, scaffold1868.1, whole genome shotgun sequence
Unigene0096179	BGNK01002478.1	100.000	31	0	0	697	727	58575	58605	4.09e-06	58.4	BGNK01002478.1 Symbiodinium sp. clade A Y106 DNA, scaffold2602.1, whole genome shotgun sequence
Unigene0096691	BGNK01001805.1	100.000	32	0	0	782	813	47319	47350	4.55e-07	60.2	BGNK01001805.1 Symbiodinium sp. clade A Y106 DNA, scaffold1888.1, whole genome shotgun sequence
Unigene0098803	BGNK01005761.1	100.000	29	0	0	202	230	32990	32962	6.67e-06	54.7	BGNK01005761.1 Symbiodinium sp. clade A Y106 DNA, scaffold6108.1, whole genome shotgun sequence
Unigene0098895	BGNK01001750.1	100.000	38	0	0	786	823	117368	117405	2.18e-10	71.3	BGNK01001750.1 Symbiodinium sp. clade A Y106 DNA, scaffold1827.1, whole genome shotgun sequence
Unigene0100471	BGNK01000773.1	100.000	29	0	0	267	295	167864	167892	7.55e-06	54.7	BGNK01000773.1 Symbiodinium sp. clade A Y106 DNA, scaffold800.1, whole genome shotgun sequence
Unigene0108999	BGNK01003451.1	100.000	30	0	0	129	158	61736	61765	1.39e-06	56.5	BGNK01003451.1 Symbiodinium sp. clade A Y106 DNA, scaffold3630.1, whole genome shotgun sequence
Unigene0109891	BGNK01001619.1	100.000	33	0	0	418	450	125055	125087	6.73e-08	62.1	BGNK01001619.1 Symbiodinium sp. clade A Y106 DNA, scaffold1687.1, whole genome shotgun sequence
Unigene0110297	BGNK01001254.1	100.000	30	0	0	573	602	140478	140449	4.26e-06	56.5	BGNK01001254.1 Symbiodinium sp. clade A Y106 DNA, scaffold1310.1, whole genome shotgun sequence
Unigene0111032	BGNK01001360.1	100.000	30	0	0	46	75	80796	80767	4.68e-06	56.5	BGNK01001360.1 Symbiodinium sp. clade A Y106 DNA, scaffold1420.1, whole genome shotgun sequence
Unigene0113775	BGNK01003950.1	100.000	30	0	0	363	392	53039	53068	6.35e-06	56.5	BGNK01003950.1 Symbiodinium sp. clade A Y106 DNA, scaffold4162.1, whole genome shotgun sequence
Unigene0114788	BGNK01000953.1	100.000	30	0	0	228	257	83488	83517	1.94e-06	56.5	BGNK01000953.1 Symbiodinium sp. clade A Y106 DNA, scaffold988.1, whole genome shotgun sequence
Unigene0115093	BGNK01007165.1	100.000	32	0	0	202	233	13928	13897	7.93e-07	60.2	BGNK01007165.1 Symbiodinium sp. clade A Y106 DNA, scaffold7599.1, whole genome shotgun sequence
Unigene0115937	BGNK01001053.1	100.000	35	0	0	98	132	35012	35046	2.24e-08	65.8	BGNK01001053.1 Symbiodinium sp. clade A Y106 DNA, scaffold1097.1, whole genome shotgun sequence
Unigene0118972	BGNK01001567.1	100.000	31	0	0	253	283	64138	64168	5.42e-07	58.4	BGNK01001567.1 Symbiodinium sp. clade A Y106 DNA, scaffold1631.1, whole genome shotgun sequence
Unigene0120901	BGNK01003110.1	100.000	45	0	0	1	45	78165	78209	1.15e-14	84.2	BGNK01003110.1 Symbiodinium sp. clade A Y106 DNA, scaffold3272.1, whole genome shotgun sequence
Unigene0121086	BGNK01008524.1	100.000	33	0	0	287	319	6707	6675	1.51e-07	62.1	BGNK01008524.1 Symbiodinium sp. clade A Y106 DNA, scaffold9038.1, whole genome shotgun sequence
Unigene0121759	BGNK01002151.1	100.000	37	0	0	819	855	75388	75424	9.18e-10	69.4	BGNK01002151.1 Symbiodinium sp. clade A Y106 DNA, scaffold2258.1, whole genome shotgun sequence
Unigene0121854	BGNK01006168.1	100.000	32	0	0	350	381	4936	4905	9.22e-07	60.2	BGNK01006168.1 Symbiodinium sp. clade A Y106 DNA, scaffold6540.1, whole genome shotgun sequence
Unigene0122541	BGNK01000990.1	100.000	32	0	0	203	234	65089	65058	2.39e-07	60.2	BGNK01000990.1 Symbiodinium sp. clade A Y106 DNA, scaffold1029.1, whole genome shotgun sequence
Unigene0123616	BGNK01006152.1	100.000	29	0	0	160	188	29639	29611	8.96e-06	54.7	BGNK01006152.1 Symbiodinium sp. clade A Y106 DNA, scaffold6524.1, whole genome shotgun sequence
Unigene0129202	BGNK01003741.1	100.000	32	0	0	452	483	42860	42829	3.84e-07	60.2	BGNK01003741.1 Symbiodinium sp. clade A Y106 DNA, scaffold3940.1, whole genome shotgun sequence
Unigene0133896	BGNK01003688.1	100.000	31	0	0	1681	1711	54118	54148	3.53e-06	58.4	BGNK01003688.1 Symbiodinium sp. clade A Y106 DNA, scaffold3883.1, whole genome shotgun sequence
Unigene0135758	BGNK01001846.1	100.000	31	0	0	314	344	27635	27665	1.26e-06	58.4	BGNK01001846.1 Symbiodinium sp. clade A Y106 DNA, scaffold1930.1, whole genome shotgun sequence
Unigene0135759	BGNK01001846.1	100.000	31	0	0	174	204	27635	27665	9.67e-07	58.4	BGNK01001846.1 Symbiodinium sp. clade A Y106 DNA, scaffold1930.1, whole genome shotgun sequence
Unigene0137417	BGNK01003173.1	100.000	29	0	0	6	34	10226	10254	6.75e-06	54.7	BGNK01003173.1 Symbiodinium sp. clade A Y106 DNA, scaffold3338.1, whole genome shotgun sequence
Unigene0142944	BGNK01004021.1	100.000	33	0	0	185	217	57669	57701	5.75e-08	62.1	BGNK01004021.1 Symbiodinium sp. clade A Y106 DNA, scaffold4237.1, whole genome shotgun sequence
Unigene0143804	BGNK01001114.1	100.000	29	0	0	46	74	160406	160434	5.09e-06	54.7	BGNK01001114.1 Symbiodinium sp. clade A Y106 DNA, scaffold1160.1, whole genome shotgun sequence
Unigene0144071	BGNK01003074.1	100.000	33	0	0	185	217	73674	73642	6.39e-08	62.1	BGNK01003074.1 Symbiodinium sp. clade A Y106 DNA, scaffold3234.1, whole genome shotgun sequence
Unigene0145540	BGNK01005952.1	100.000	32	0	0	165	196	19353	19322	1.98e-07	60.2	BGNK01005952.1 Symbiodinium sp. clade A Y106 DNA, scaffold6311.1, whole genome shotgun sequence
Unigene0147382	BGNK01001554.1	100.000	38	0	0	179	216	46352	46315	1.25e-09	71.3	BGNK01001554.1 Symbiodinium sp. clade A Y106 DNA, scaffold1618.1, whole genome shotgun sequence
Unigene0148011	BGNK01001833.1	100.000	29	0	0	20	48	127006	127034	6.43e-06	54.7	BGNK01001833.1 Symbiodinium sp. clade A Y106 DNA, scaffold1916.1, whole genome shotgun sequence
Unigene0149386	BGNK01007285.1	100.000	29	0	0	107	135	4660	4688	6.83e-06	54.7	BGNK01007285.1 Symbiodinium sp. clade A Y106 DNA, scaffold7728.1, whole genome shotgun sequence
Unigene0149387	BGNK01007285.1	100.000	29	0	0	107	135	4660	4688	6.83e-06	54.7	BGNK01007285.1 Symbiodinium sp. clade A Y106 DNA, scaffold7728.1, whole genome shotgun sequence
Unigene0149545	BGNK01001090.1	100.000	44	0	0	261	304	86598	86641	5.74e-14	82.4	BGNK01001090.1 Symbiodinium sp. clade A Y106 DNA, scaffold1136.1, whole genome shotgun sequence
Unigene0152129	BGNK01002921.1	100.000	31	0	0	990	1020	43247	43277	9.52e-06	58.4	BGNK01002921.1 Symbiodinium sp. clade A Y106 DNA, scaffold3069.1, whole genome shotgun sequence
Unigene0156294	BGNK01002929.1	100.000	30	0	0	133	162	87215	87186	4.92e-06	56.5	BGNK01002929.1 Symbiodinium sp. clade A Y106 DNA, scaffold3077.1, whole genome shotgun sequence
Unigene0156895	BGNK01000553.1	100.000	33	0	0	1921	1953	29468	29436	3.07e-07	62.1	BGNK01000553.1 Symbiodinium sp. clade A Y106 DNA, scaffold571.1, whole genome shotgun sequence
Unigene0157480	BGNK01001997.1	100.000	30	0	0	1228	1257	3078	3049	9.87e-06	56.5	BGNK01001997.1 Symbiodinium sp. clade A Y106 DNA, scaffold2090.1, whole genome shotgun sequence
Unigene0165960	BGNK01008776.1	100.000	32	0	0	848	879	4639	4670	1.52e-06	60.2	BGNK01008776.1 Symbiodinium sp. clade A Y106 DNA, scaffold9305.1, whole genome shotgun sequence
Unigene0169533	BGNK01003417.1	100.000	29	0	0	151	179	33449	33477	8.40e-06	54.7	BGNK01003417.1 Symbiodinium sp. clade A Y106 DNA, scaffold3594.1, whole genome shotgun sequence
Unigene0176589	BGNK01001164.1	100.000	46	0	0	87	132	96438	96393	2.41e-15	86.1	BGNK01001164.1 Symbiodinium sp. clade A Y106 DNA, scaffold1214.1, whole genome shotgun sequence
Unigene0182581	BGNK01008125.1	100.000	31	0	0	1507	1537	6393	6363	3.21e-06	58.4	BGNK01008125.1 Symbiodinium sp. clade A Y106 DNA, scaffold8618.1, whole genome shotgun sequence
Unigene0184952	BGNK01000166.1	100.000	33	0	0	508	540	152541	152509	2.82e-07	62.1	BGNK01000166.1 Symbiodinium sp. clade A Y106 DNA, scaffold172.1, whole genome shotgun sequence
Unigene0202646	BGNK01000761.1	100.000	32	0	0	4743	4774	73664	73695	3.56e-06	60.2	BGNK01000761.1 Symbiodinium sp. clade A Y106 DNA, scaffold788.1, whole genome shotgun sequence
Unigene0018497	BGNK01002931.1	99.443	359	2	0	338	696	33497	33139	0.0	652	BGNK01002931.1 Symbiodinium sp. clade A Y106 DNA, scaffold3079.1, whole genome shotgun sequence
Unigene0095686	BGNK01005779.1	98.701	77	0	1	1692	1768	4089	4164	1.64e-29	135	BGNK01005779.1 Symbiodinium sp. clade A Y106 DNA, scaffold6127.1, whole genome shotgun sequence
Unigene0120957	BGNK01002177.1	98.485	66	1	0	157	222	100906	100971	3.06e-24	117	BGNK01002177.1 Symbiodinium sp. clade A Y106 DNA, scaffold2286.1, whole genome shotgun sequence
Unigene0120958	BGNK01002177.1	98.485	66	1	0	157	222	100906	100971	3.21e-24	117	BGNK01002177.1 Symbiodinium sp. clade A Y106 DNA, scaffold2286.1, whole genome shotgun sequence
Unigene0163420	BGNK01007160.1	98.485	66	1	0	2	67	52	117	7.01e-25	117	BGNK01007160.1 Symbiodinium sp. clade A Y106 DNA, scaffold7592.1, whole genome shotgun sequence
Unigene0018163	BGNK01002185.1	98.438	64	1	0	236	299	48335	48398	3.23e-23	113	BGNK01002185.1 Symbiodinium sp. clade A Y106 DNA, scaffold2294.1, whole genome shotgun sequence
Unigene0167562	BGNK01000001.1	98.387	62	1	0	296	357	346285	346224	1.85e-22	110	BGNK01000001.1 Symbiodinium sp. clade A Y106 DNA, scaffold1.1, whole genome shotgun sequence
Unigene0083976	BGNK01001458.1	98.305	59	1	0	814	872	81869	81927	4.47e-20	104	BGNK01001458.1 Symbiodinium sp. clade A Y106 DNA, scaffold1520.1, whole genome shotgun sequence
Unigene0062346	BGNK01006286.1	98.214	56	1	0	310	365	18451	18506	2.01e-18	99.0	BGNK01006286.1 Symbiodinium sp. clade A Y106 DNA, scaffold6662.1, whole genome shotgun sequence
Unigene0047318	BGNK01002177.1	98.182	55	0	1	1	54	91554	91608	3.72e-18	95.3	BGNK01002177.1 Symbiodinium sp. clade A Y106 DNA, scaffold2286.1, whole genome shotgun sequence
Unigene0148095	BGNK01005899.1	98.077	52	1	0	567	618	27083	27032	2.63e-16	91.6	BGNK01005899.1 Symbiodinium sp. clade A Y106 DNA, scaffold6253.1, whole genome shotgun sequence
Unigene0049095	BGNK01000507.1	98.020	101	2	0	460	560	7668	7768	2.90e-42	176	BGNK01000507.1 Symbiodinium sp. clade A Y106 DNA, scaffold524.1, whole genome shotgun sequence
Unigene0005194	BGNK01001761.1	98.000	50	1	0	401	450	94472	94521	3.89e-15	87.9	BGNK01001761.1 Symbiodinium sp. clade A Y106 DNA, scaffold1840.1, whole genome shotgun sequence
Unigene0054047	BGNK01001419.1	98.000	50	1	0	607	656	143241	143192	6.98e-15	87.9	BGNK01001419.1 Symbiodinium sp. clade A Y106 DNA, scaffold1480.1, whole genome shotgun sequence
Unigene0061443	BGNK01003082.1	98.000	50	1	0	1181	1230	33422	33373	5.00e-15	87.9	BGNK01003082.1 Symbiodinium sp. clade A Y106 DNA, scaffold3242.1, whole genome shotgun sequence
Unigene0061653	BGNK01002058.1	98.000	50	1	0	890	939	44092	44141	5.12e-15	87.9	BGNK01002058.1 Symbiodinium sp. clade A Y106 DNA, scaffold2157.1, whole genome shotgun sequence
Unigene0017071	BGNK01000672.1	97.959	49	1	0	402	450	142712	142664	3.64e-14	86.1	BGNK01000672.1 Symbiodinium sp. clade A Y106 DNA, scaffold694.1, whole genome shotgun sequence
Unigene0046386	BGNK01002758.1	97.959	49	1	0	358	406	77757	77709	7.16e-15	86.1	BGNK01002758.1 Symbiodinium sp. clade A Y106 DNA, scaffold2897.1, whole genome shotgun sequence
Unigene0111603	BGNK01000848.1	97.917	48	0	1	1118	1165	159044	159090	2.10e-13	82.4	BGNK01000848.1 Symbiodinium sp. clade A Y106 DNA, scaffold878.1, whole genome shotgun sequence
Unigene0099926	BGNK01003073.1	97.872	47	1	0	55	101	6758	6804	2.30e-14	82.4	BGNK01003073.1 Symbiodinium sp. clade A Y106 DNA, scaffold3233.1, whole genome shotgun sequence
Unigene0131499	BGNK01001491.1	97.872	47	1	0	2	48	60249	60295	8.96e-14	82.4	BGNK01001491.1 Symbiodinium sp. clade A Y106 DNA, scaffold1553.1, whole genome shotgun sequence
Unigene0017032	BGNK01002067.1	97.826	46	0	1	861	905	87391	87436	1.98e-12	78.7	BGNK01002067.1 Symbiodinium sp. clade A Y106 DNA, scaffold2167.1, whole genome shotgun sequence
Unigene0027324	BGNK01001164.1	97.826	46	1	0	1296	1341	96438	96393	6.32e-13	80.5	BGNK01001164.1 Symbiodinium sp. clade A Y106 DNA, scaffold1214.1, whole genome shotgun sequence
Unigene0088146	BGNK01000667.1	97.826	46	1	0	396	441	183528	183483	6.56e-13	80.5	BGNK01000667.1 Symbiodinium sp. clade A Y106 DNA, scaffold689.1, whole genome shotgun sequence
Unigene0125757	BGNK01001224.1	97.802	91	2	0	113	203	48591	48681	1.06e-36	158	BGNK01001224.1 Symbiodinium sp. clade A Y106 DNA, scaffold1277.1, whole genome shotgun sequence
Unigene0117970	BGNK01000877.1	97.727	44	1	0	1851	1894	88610	88653	1.36e-11	76.8	BGNK01000877.1 Symbiodinium sp. clade A Y106 DNA, scaffold907.1, whole genome shotgun sequence
Unigene0132262	BGNK01003082.1	97.727	44	1	0	1331	1374	68684	68727	1.10e-11	76.8	BGNK01003082.1 Symbiodinium sp. clade A Y106 DNA, scaffold3242.1, whole genome shotgun sequence
Unigene0080178	BGNK01003675.1	97.674	43	0	1	233	274	36435	36477	2.35e-11	73.1	BGNK01003675.1 Symbiodinium sp. clade A Y106 DNA, scaffold3870.1, whole genome shotgun sequence
Unigene0112276	BGNK01000576.1	97.674	43	1	0	2063	2105	204783	204741	8.01e-11	75.0	BGNK01000576.1 Symbiodinium sp. clade A Y106 DNA, scaffold594.1, whole genome shotgun sequence
Unigene0141225	BGNK01002091.1	97.674	43	1	0	90	132	47244	47202	6.10e-12	75.0	BGNK01002091.1 Symbiodinium sp. clade A Y106 DNA, scaffold2192.1, whole genome shotgun sequence
