qaccver	saccver	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	stitle
Unigene0206809	GBRZ01004904.1	100.000	31	0	0	565	595	110	80	9.97e-08	58.4	GBRZ01004904.1 TSA: Symbiodinium sp. B2 Locus_13602_Transcript_1/1_Confidence_1.000_Length_803 transcribed RNA sequence
Unigene0052806	GBRZ01045627.1	99.296	284	2	0	497	780	284	1	6.95e-145	514	GBRZ01045627.1 TSA: Symbiodinium sp. B2 Locus_93246_Transcript_1/1_Confidence_1.000_Length_286 transcribed RNA sequence
Unigene0046765	GBRZ01005427.1	98.324	179	3	0	2	180	236	414	1.86e-85	315	GBRZ01005427.1 TSA: Symbiodinium sp. B2 Locus_18520_Transcript_1/1_Confidence_1.000_Length_772 transcribed RNA sequence
Unigene0046766	GBRZ01005427.1	98.324	179	3	0	2	180	236	414	1.66e-85	315	GBRZ01005427.1 TSA: Symbiodinium sp. B2 Locus_18520_Transcript_1/1_Confidence_1.000_Length_772 transcribed RNA sequence
Unigene0157200	GBRZ01000221.1	98.168	382	7	0	1	382	1267	886	0.0	667	GBRZ01000221.1 TSA: Symbiodinium sp. B2 Locus_2499_Transcript_2/5_Confidence_0.714_Length_2108 transcribed RNA sequence
Unigene0114431	GBRZ01000223.1	97.959	245	5	0	2	246	432	188	4.42e-119	425	GBRZ01000223.1 TSA: Symbiodinium sp. B2 Locus_2499_Transcript_4/5_Confidence_0.571_Length_2106 transcribed RNA sequence
Unigene0119958	GBRZ01016289.1	97.727	44	1	0	992	1035	45	2	2.94e-13	76.8	GBRZ01016289.1 TSA: Symbiodinium sp. B2 Locus_96218_Transcript_1/1_Confidence_1.000_Length_477 transcribed RNA sequence
Unigene0149022	GBRZ01001517.1	97.727	44	1	0	165	208	1149	1106	4.26e-14	76.8	GBRZ01001517.1 TSA: Symbiodinium sp. B2 Locus_7320_Transcript_1/1_Confidence_1.000_Length_1231 transcribed RNA sequence
Unigene0098791	GBRZ01084136.1	97.500	40	1	0	470	509	77	38	1.86e-11	69.4	GBRZ01084136.1 TSA: Symbiodinium sp. B2 Locus_74843_Transcript_1/1_Confidence_1.000_Length_203 transcribed RNA sequence
Unigene0110278	GBRZ01001637.1	97.472	633	16	0	1	633	33	665	0.0	1081	GBRZ01001637.1 TSA: Symbiodinium sp. B2 Locus_29_Transcript_1/2_Confidence_1.000_Length_1204 transcribed RNA sequence
Unigene0052464	GBRZ01019575.1	97.436	78	2	0	557	634	1	78	1.56e-30	134	GBRZ01019575.1 TSA: Symbiodinium sp. B2 Locus_27736_Transcript_1/1_Confidence_1.000_Length_438 transcribed RNA sequence
Unigene0196412	GBRZ01078751.1	97.436	39	1	0	3	41	170	208	9.95e-11	67.6	GBRZ01078751.1 TSA: Symbiodinium sp. B2 Locus_43735_Transcript_1/1_Confidence_1.000_Length_211 transcribed RNA sequence
Unigene0191404	GBRZ01016452.1	97.368	38	1	0	540	577	133	96	1.11e-09	65.8	GBRZ01016452.1 TSA: Symbiodinium sp. B2 Locus_66447_Transcript_1/1_Confidence_1.000_Length_475 transcribed RNA sequence
Unigene0018336	GBRZ01033331.1	97.222	36	1	0	1099	1134	154	119	1.12e-08	62.1	GBRZ01033331.1 TSA: Symbiodinium sp. B2 Locus_73629_Transcript_1/1_Confidence_1.000_Length_337 transcribed RNA sequence
Unigene0026984	GBRZ01028417.1	97.222	36	1	0	1	36	19	54	1.41e-08	62.1	GBRZ01028417.1 TSA: Symbiodinium sp. B2 Locus_54859_Transcript_1/1_Confidence_1.000_Length_365 transcribed RNA sequence
Unigene0041780	GBRZ01003410.1	97.222	36	1	0	590	625	31	66	3.88e-09	62.1	GBRZ01003410.1 TSA: Symbiodinium sp. B2 Locus_34318_Transcript_1/1_Confidence_1.000_Length_926 transcribed RNA sequence
Unigene0072713	GBRZ01002108.1	97.222	36	1	0	4963	4998	847	882	3.90e-08	62.1	GBRZ01002108.1 TSA: Symbiodinium sp. B2 Locus_7169_Transcript_2/2_Confidence_0.875_Length_1106 transcribed RNA sequence
Unigene0121211	GBRZ01049569.1	97.222	36	1	0	2489	2524	201	166	1.78e-08	62.1	GBRZ01049569.1 TSA: Symbiodinium sp. B2 Locus_91868_Transcript_1/1_Confidence_1.000_Length_274 transcribed RNA sequence
Unigene0115390	GBRZ01012507.1	97.143	35	0	1	1693	1726	123	157	1.40e-07	58.4	GBRZ01012507.1 TSA: Symbiodinium sp. B2 Locus_4609_Transcript_1/1_Confidence_1.000_Length_538 transcribed RNA sequence
Unigene0137094	GBRZ01060337.1	97.143	35	0	1	301	334	15	49	2.58e-08	58.4	GBRZ01060337.1 TSA: Symbiodinium sp. B2 Locus_101953_Transcript_1/1_Confidence_1.000_Length_247 transcribed RNA sequence
Unigene0148011	GBRZ01012475.1	97.143	35	1	0	22	56	406	372	5.68e-09	60.2	GBRZ01012475.1 TSA: Symbiodinium sp. B2 Locus_97674_Transcript_1/1_Confidence_1.000_Length_538 transcribed RNA sequence
Unigene0170910	GBRZ01044412.1	97.143	35	1	0	1257	1291	192	158	3.47e-08	60.2	GBRZ01044412.1 TSA: Symbiodinium sp. B2 Locus_105919_Transcript_1/1_Confidence_1.000_Length_291 transcribed RNA sequence
Unigene0174038	GBRZ01005457.1	97.143	35	0	1	1	34	87	121	2.68e-08	58.4	GBRZ01005457.1 TSA: Symbiodinium sp. B2 Locus_8039_Transcript_2/2_Confidence_1.000_Length_769 transcribed RNA sequence
Unigene0065951	GBRZ01055271.1	97.059	34	1	0	592	625	259	226	8.89e-08	58.4	GBRZ01055271.1 TSA: Symbiodinium sp. B2 Locus_17067_Transcript_1/1_Confidence_1.000_Length_259 transcribed RNA sequence
Unigene0207095	GBRZ01009067.1	96.979	331	10	0	1	331	16	346	2.06e-158	556	GBRZ01009067.1 TSA: Symbiodinium sp. B2 Locus_4489_Transcript_2/2_Confidence_1.000_Length_619 transcribed RNA sequence
Unigene0065280	GBRZ01023934.1	96.977	397	12	0	715	1111	397	1	0.0	667	GBRZ01023934.1 TSA: Symbiodinium sp. B2 Locus_8736_Transcript_1/1_Confidence_1.000_Length_397 transcribed RNA sequence
Unigene0121291	GBRZ01052497.1	96.970	33	1	0	4794	4826	116	84	1.56e-06	56.5	GBRZ01052497.1 TSA: Symbiodinium sp. B2 Locus_61664_Transcript_1/1_Confidence_1.000_Length_266 transcribed RNA sequence
Unigene0093546	GBRZ01009665.1	96.959	559	17	0	1158	1716	559	1	0.0	939	GBRZ01009665.1 TSA: Symbiodinium sp. B2 Locus_58293_Transcript_1/1_Confidence_1.000_Length_602 transcribed RNA sequence
Unigene0009587	GBRZ01003052.1	96.875	32	1	0	809	840	129	98	8.81e-07	54.7	GBRZ01003052.1 TSA: Symbiodinium sp. B2 Locus_1462_Transcript_1/2_Confidence_1.000_Length_964 transcribed RNA sequence
Unigene0068930	GBRZ01016405.1	96.875	32	1	0	45	76	381	350	1.40e-06	54.7	GBRZ01016405.1 TSA: Symbiodinium sp. B2 Locus_28666_Transcript_1/1_Confidence_1.000_Length_476 transcribed RNA sequence
Unigene0083152	GBRZ01008384.1	96.875	32	1	0	4405	4436	533	564	5.29e-06	54.7	GBRZ01008384.1 TSA: Symbiodinium sp. B2 Locus_70083_Transcript_1/1_Confidence_1.000_Length_640 transcribed RNA sequence
Unigene0111070	GBRZ01033227.1	96.875	32	0	1	147	177	304	335	5.42e-06	52.8	GBRZ01033227.1 TSA: Symbiodinium sp. B2 Locus_16688_Transcript_1/1_Confidence_1.000_Length_338 transcribed RNA sequence
Unigene0153212	GBRZ01019683.1	96.875	32	1	0	3	34	228	197	1.43e-06	54.7	GBRZ01019683.1 TSA: Symbiodinium sp. B2 Locus_105796_Transcript_2/2_Confidence_1.000_Length_437 transcribed RNA sequence
Unigene0033390	GBRZ01003705.1	96.774	31	1	0	1165	1195	183	153	4.52e-06	52.8	GBRZ01003705.1 TSA: Symbiodinium sp. B2 Locus_10830_Transcript_1/2_Confidence_1.000_Length_897 transcribed RNA sequence
Unigene0079692	GBRZ01064173.1	96.721	61	2	0	314	374	61	1	1.46e-21	102	GBRZ01064173.1 TSA: Symbiodinium sp. B2 Locus_84105_Transcript_1/1_Confidence_1.000_Length_238 transcribed RNA sequence
Unigene0032727	GBRZ01000221.1	96.692	393	13	0	1	393	1421	1813	0.0	654	GBRZ01000221.1 TSA: Symbiodinium sp. B2 Locus_2499_Transcript_2/5_Confidence_0.714_Length_2108 transcribed RNA sequence
Unigene0207094	GBRZ01009068.1	96.610	295	10	0	1	295	321	615	2.33e-138	490	GBRZ01009068.1 TSA: Symbiodinium sp. B2 Locus_4489_Transcript_1/2_Confidence_1.000_Length_619 transcribed RNA sequence
Unigene0207105	GBRZ01010919.1	96.528	144	5	0	241	384	306	163	9.95e-63	239	GBRZ01010919.1 TSA: Symbiodinium sp. B2 Locus_68432_Transcript_2/2_Confidence_1.000_Length_572 transcribed RNA sequence
Unigene0152695	GBRZ01004428.1	96.353	713	26	0	116	828	822	110	0.0	1173	GBRZ01004428.1 TSA: Symbiodinium sp. B2 Locus_17266_Transcript_1/2_Confidence_1.000_Length_838 transcribed RNA sequence
Unigene0160740	GBRZ01000932.1	96.304	1380	49	2	31	1409	1440	62	0.0	2265	GBRZ01000932.1 TSA: Symbiodinium sp. B2 Locus_9295_Transcript_2/4_Confidence_0.667_Length_1440 transcribed RNA sequence
Unigene0062841	GBRZ01023398.1	96.222	397	15	0	1	397	4	400	0.0	651	GBRZ01023398.1 TSA: Symbiodinium sp. B2 Locus_2742_Transcript_1/1_Confidence_1.000_Length_402 transcribed RNA sequence
Unigene0018109	GBRZ01036399.1	95.963	322	13	0	261	582	322	1	5.01e-148	523	GBRZ01036399.1 TSA: Symbiodinium sp. B2 Locus_74550_Transcript_1/1_Confidence_1.000_Length_322 transcribed RNA sequence
Unigene0207099	GBRZ01030774.1	95.960	99	4	0	36	134	165	67	3.63e-39	161	GBRZ01030774.1 TSA: Symbiodinium sp. B2 Locus_68432_Transcript_1/2_Confidence_1.000_Length_351 transcribed RNA sequence
Unigene0207102	GBRZ01030774.1	95.960	99	4	0	36	134	165	67	1.56e-39	161	GBRZ01030774.1 TSA: Symbiodinium sp. B2 Locus_68432_Transcript_1/2_Confidence_1.000_Length_351 transcribed RNA sequence
Unigene0031319	GBRZ01000223.1	95.946	74	2	1	242	315	1205	1277	1.10e-26	119	GBRZ01000223.1 TSA: Symbiodinium sp. B2 Locus_2499_Transcript_4/5_Confidence_0.571_Length_2106 transcribed RNA sequence
Unigene0155027	GBRZ01000223.1	95.946	74	2	1	210	283	1205	1277	9.80e-27	119	GBRZ01000223.1 TSA: Symbiodinium sp. B2 Locus_2499_Transcript_4/5_Confidence_0.571_Length_2106 transcribed RNA sequence
Unigene0155028	GBRZ01000223.1	95.946	74	2	1	242	315	1205	1277	1.10e-26	119	GBRZ01000223.1 TSA: Symbiodinium sp. B2 Locus_2499_Transcript_4/5_Confidence_0.571_Length_2106 transcribed RNA sequence
Unigene0100290	GBRZ01041506.1	95.652	207	9	0	1	207	46	252	2.32e-91	333	GBRZ01041506.1 TSA: Symbiodinium sp. B2 Locus_3208_Transcript_1/1_Confidence_1.000_Length_301 transcribed RNA sequence
Unigene0045569	GBRZ01005427.1	95.628	183	8	0	1	183	720	538	1.32e-79	294	GBRZ01005427.1 TSA: Symbiodinium sp. B2 Locus_18520_Transcript_1/1_Confidence_1.000_Length_772 transcribed RNA sequence
Unigene0118906	GBRZ01036626.1	95.588	68	3	0	1	68	34	101	8.93e-24	110	GBRZ01036626.1 TSA: Symbiodinium sp. B2 Locus_58836_Transcript_1/1_Confidence_1.000_Length_321 transcribed RNA sequence
Unigene0041948	GBRZ01062648.1	95.556	45	2	0	304	348	49	5	5.38e-12	73.1	GBRZ01062648.1 TSA: Symbiodinium sp. B2 Locus_101928_Transcript_1/1_Confidence_1.000_Length_242 transcribed RNA sequence
Unigene0056841	GBRZ01045792.1	95.473	243	11	0	704	946	1	243	2.39e-107	388	GBRZ01045792.1 TSA: Symbiodinium sp. B2 Locus_323_Transcript_3/3_Confidence_0.692_Length_286 transcribed RNA sequence
Unigene0018497	GBRZ01000223.1	95.409	697	30	2	1	696	1098	403	0.0	1109	GBRZ01000223.1 TSA: Symbiodinium sp. B2 Locus_2499_Transcript_4/5_Confidence_0.571_Length_2106 transcribed RNA sequence
Unigene0067303	GBRZ01002127.1	95.199	979	47	0	67	1045	1057	79	0.0	1548	GBRZ01002127.1 TSA: Symbiodinium sp. B2 Locus_223_Transcript_2/2_Confidence_0.778_Length_1103 transcribed RNA sequence
Unigene0135791	GBRZ01020769.1	95.122	41	2	0	167	207	341	301	1.09e-10	65.8	GBRZ01020769.1 TSA: Symbiodinium sp. B2 Locus_24541_Transcript_2/2_Confidence_1.000_Length_426 transcribed RNA sequence
Unigene0082770	GBRZ01065684.1	95.000	40	2	0	1356	1395	208	169	3.80e-09	63.9	GBRZ01065684.1 TSA: Symbiodinium sp. B2 Locus_53927_Transcript_1/1_Confidence_1.000_Length_235 transcribed RNA sequence
Unigene0120063	GBRZ01001433.1	95.000	40	1	1	2090	2128	867	828	1.34e-08	62.1	GBRZ01001433.1 TSA: Symbiodinium sp. B2 Locus_28367_Transcript_1/1_Confidence_1.000_Length_1259 transcribed RNA sequence
Unigene0122220	GBRZ01080274.1	95.000	40	2	0	200	239	125	86	9.47e-10	63.9	GBRZ01080274.1 TSA: Symbiodinium sp. B2 Locus_135262_Transcript_1/1_Confidence_1.000_Length_209 transcribed RNA sequence
Unigene0168321	GBRZ01001261.1	95.000	60	3	0	327	386	339	398	2.37e-19	95.3	GBRZ01001261.1 TSA: Symbiodinium sp. B2 Locus_2835_Transcript_1/1_Confidence_1.000_Length_1320 transcribed RNA sequence
Unigene0008859	GBRZ01054641.1	94.872	78	4	0	3	80	78	1	1.19e-27	122	GBRZ01054641.1 TSA: Symbiodinium sp. B2 Locus_89259_Transcript_1/1_Confidence_1.000_Length_260 transcribed RNA sequence
Unigene0008860	GBRZ01054641.1	94.872	78	4	0	3	80	78	1	1.20e-27	122	GBRZ01054641.1 TSA: Symbiodinium sp. B2 Locus_89259_Transcript_1/1_Confidence_1.000_Length_260 transcribed RNA sequence
Unigene0052246	GBRZ01066188.1	94.872	39	2	0	173	211	124	162	2.00e-08	62.1	GBRZ01066188.1 TSA: Symbiodinium sp. B2 Locus_47216_Transcript_1/1_Confidence_1.000_Length_234 transcribed RNA sequence
Unigene0153414	GBRZ01000267.1	94.862	253	13	0	1	253	24	276	3.64e-110	396	GBRZ01000267.1 TSA: Symbiodinium sp. B2 Locus_1796_Transcript_1/1_Confidence_1.000_Length_2011 transcribed RNA sequence
Unigene0043251	GBRZ01016452.1	94.737	38	2	0	1664	1701	96	133	5.03e-08	60.2	GBRZ01016452.1 TSA: Symbiodinium sp. B2 Locus_66447_Transcript_1/1_Confidence_1.000_Length_475 transcribed RNA sequence
Unigene0120992	GBRZ01023299.1	94.737	38	2	0	514	551	317	280	1.94e-08	60.2	GBRZ01023299.1 TSA: Symbiodinium sp. B2 Locus_15798_Transcript_1/1_Confidence_1.000_Length_403 transcribed RNA sequence
Unigene0018162	GBRZ01006140.1	94.595	37	1	1	1601	1636	400	364	1.61e-06	56.5	GBRZ01006140.1 TSA: Symbiodinium sp. B2 Locus_21868_Transcript_1/1_Confidence_1.000_Length_732 transcribed RNA sequence
Unigene0093288	GBRZ01077449.1	94.595	37	2	0	1974	2010	79	43	1.78e-07	58.4	GBRZ01077449.1 TSA: Symbiodinium sp. B2 Locus_55306_Transcript_1/1_Confidence_1.000_Length_213 transcribed RNA sequence
Unigene0067843	GBRZ01006770.1	94.444	36	2	0	579	614	166	131	2.13e-07	56.5	GBRZ01006770.1 TSA: Symbiodinium sp. B2 Locus_45714_Transcript_1/1_Confidence_1.000_Length_701 transcribed RNA sequence
Unigene0123868	GBRZ01000223.1	94.444	54	3	0	151	204	1302	1249	2.49e-16	84.2	GBRZ01000223.1 TSA: Symbiodinium sp. B2 Locus_2499_Transcript_4/5_Confidence_0.571_Length_2106 transcribed RNA sequence
Unigene0147020	GBRZ01004648.1	94.444	36	2	0	527	562	215	180	2.09e-07	56.5	GBRZ01004648.1 TSA: Symbiodinium sp. B2 Locus_31772_Transcript_1/1_Confidence_1.000_Length_821 transcribed RNA sequence
Unigene0053117	GBRZ01052628.1	94.361	266	15	0	577	842	266	1	2.36e-113	409	GBRZ01052628.1 TSA: Symbiodinium sp. B2 Locus_22847_Transcript_1/1_Confidence_1.000_Length_266 transcribed RNA sequence
Unigene0130294	GBRZ01044303.1	94.340	106	6	0	22	127	1	106	5.79e-40	163	GBRZ01044303.1 TSA: Symbiodinium sp. B2 Locus_30187_Transcript_1/1_Confidence_1.000_Length_291 transcribed RNA sequence
Unigene0153413	GBRZ01000759.1	94.340	954	52	2	156	1108	1530	578	0.0	1461	GBRZ01000759.1 TSA: Symbiodinium sp. B2 Locus_641_Transcript_5/7_Confidence_0.600_Length_1530 transcribed RNA sequence
Unigene0077049	GBRZ01061591.1	94.286	210	12	0	299	508	217	8	3.71e-87	322	GBRZ01061591.1 TSA: Symbiodinium sp. B2 Locus_11991_Transcript_1/1_Confidence_1.000_Length_244 transcribed RNA sequence
Unigene0145444	GBRZ01000902.1	94.286	35	2	0	193	227	1004	1038	2.34e-07	54.7	GBRZ01000902.1 TSA: Symbiodinium sp. B2 Locus_769_Transcript_1/4_Confidence_0.250_Length_1457 transcribed RNA sequence
Unigene0149973	GBRZ01048181.1	94.286	35	2	0	2	36	211	177	3.90e-07	54.7	GBRZ01048181.1 TSA: Symbiodinium sp. B2 Locus_97709_Transcript_1/1_Confidence_1.000_Length_278 transcribed RNA sequence
Unigene0193055	GBRZ01003937.1	94.286	35	2	0	190	224	50	84	2.23e-07	54.7	GBRZ01003937.1 TSA: Symbiodinium sp. B2 Locus_2867_Transcript_9/10_Confidence_0.255_Length_878 transcribed RNA sequence
Unigene0028802	GBRZ01039245.1	94.030	67	4	0	316	382	4	70	1.36e-21	102	GBRZ01039245.1 TSA: Symbiodinium sp. B2 Locus_16553_Transcript_1/1_Confidence_1.000_Length_310 transcribed RNA sequence
Unigene0074279	GBRZ01013279.1	94.004	517	31	0	1	517	7	523	0.0	784	GBRZ01013279.1 TSA: Symbiodinium sp. B2 Locus_29236_Transcript_1/1_Confidence_1.000_Length_524 transcribed RNA sequence
Unigene0149729	GBRZ01011530.1	93.913	115	7	0	1	115	434	548	1.48e-43	174	GBRZ01011530.1 TSA: Symbiodinium sp. B2 Locus_12349_Transcript_2/2_Confidence_1.000_Length_559 transcribed RNA sequence
Unigene0120038	GBRZ01000796.1	93.849	1447	89	0	1	1447	1481	35	0.0	2180	GBRZ01000796.1 TSA: Symbiodinium sp. B2 Locus_165_Transcript_2/2_Confidence_1.000_Length_1515 transcribed RNA sequence
Unigene0071811	GBRZ01005427.1	93.778	225	14	0	2	226	19	243	5.39e-93	339	GBRZ01005427.1 TSA: Symbiodinium sp. B2 Locus_18520_Transcript_1/1_Confidence_1.000_Length_772 transcribed RNA sequence
Unigene0148654	GBRZ01001148.1	93.645	299	18	1	263	560	895	1193	9.61e-125	446	GBRZ01001148.1 TSA: Symbiodinium sp. B2 Locus_32_Transcript_4/5_Confidence_0.706_Length_1356 transcribed RNA sequence
Unigene0029170	GBRZ01000223.1	93.617	94	6	0	97	190	269	176	2.01e-33	141	GBRZ01000223.1 TSA: Symbiodinium sp. B2 Locus_2499_Transcript_4/5_Confidence_0.571_Length_2106 transcribed RNA sequence
Unigene0078580	GBRZ01073710.1	93.571	140	9	0	39	178	58	197	6.63e-54	209	GBRZ01073710.1 TSA: Symbiodinium sp. B2 Locus_116269_Transcript_1/1_Confidence_1.000_Length_220 transcribed RNA sequence
Unigene0168319	GBRZ01001261.1	93.548	62	4	0	391	452	337	398	3.60e-18	93.5	GBRZ01001261.1 TSA: Symbiodinium sp. B2 Locus_2835_Transcript_1/1_Confidence_1.000_Length_1320 transcribed RNA sequence
Unigene0017545	GBRZ01000992.1	93.517	1342	83	4	3	1342	77	1416	0.0	1993	GBRZ01000992.1 TSA: Symbiodinium sp. B2 Locus_321_Transcript_2/3_Confidence_0.571_Length_1416 transcribed RNA sequence
Unigene0028651	GBRZ01085916.1	93.500	200	11	2	62	260	201	3	3.84e-80	296	GBRZ01085916.1 TSA: Symbiodinium sp. B2 Locus_32665_Transcript_1/1_Confidence_1.000_Length_201 transcribed RNA sequence
Unigene0121086	GBRZ01001548.1	93.333	45	3	0	276	320	144	188	1.31e-10	67.6	GBRZ01001548.1 TSA: Symbiodinium sp. B2 Locus_9122_Transcript_1/1_Confidence_1.000_Length_1222 transcribed RNA sequence
Unigene0017178	GBRZ01002474.1	93.182	44	3	0	525	568	419	462	6.94e-10	65.8	GBRZ01002474.1 TSA: Symbiodinium sp. B2 Locus_24811_Transcript_1/1_Confidence_1.000_Length_1044 transcribed RNA sequence
Unigene0095926	GBRZ01042281.1	93.182	44	3	0	891	934	3	46	1.16e-09	65.8	GBRZ01042281.1 TSA: Symbiodinium sp. B2 Locus_50730_Transcript_1/1_Confidence_1.000_Length_298 transcribed RNA sequence
