qaccver	saccver	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	stitle
Unigene0031529	kb8_rep_c8440	97.222	36	1	0	99	134	2142	2177	4.35e-09	62.1	kb8_rep_c8440
Unigene0046765	kb8_s68358	97.222	180	4	1	2	180	235	414	7.83e-82	303	kb8_s68358
Unigene0046766	kb8_s68358	97.222	180	4	1	2	180	235	414	6.96e-82	303	kb8_s68358
Unigene0121300	kb8_rep_c6367	97.222	36	1	0	521	556	114	79	6.64e-09	62.1	kb8_rep_c6367
Unigene0153621	kb8_rep_c11404	97.222	36	0	1	563	597	797	762	6.14e-08	60.2	kb8_rep_c11404
Unigene0017175	kb8_rep_c10237	97.143	35	1	0	2998	3032	522	556	1.89e-07	60.2	kb8_rep_c10237
Unigene0053083	kb8_c16784	97.143	35	1	0	570	604	664	698	7.01e-08	60.2	kb8_c16784
Unigene0065975	kb8_rep_c22387	97.143	35	1	0	568	602	71	105	5.26e-08	60.2	kb8_rep_c22387
Unigene0074490	kb8_rep_c2196	97.143	35	1	0	431	465	1817	1783	5.08e-08	60.2	kb8_rep_c2196
Unigene0153356	kb8_c22681	97.143	35	1	0	4618	4652	1460	1494	2.98e-07	60.2	kb8_c22681
Unigene0060407	kb8_c31799	97.059	34	1	0	221	254	370	403	3.73e-08	58.4	kb8_c31799
Unigene0066293	kb8_rep_c1691	97.059	34	0	1	216	248	489	522	6.72e-07	56.5	kb8_rep_c1691
Unigene0085795	kb8_c33372	97.059	34	1	0	756	789	144	111	1.36e-07	58.4	kb8_c33372
Unigene0051971	kb8_rep_c3726	96.970	33	1	0	1564	1596	117	85	9.23e-07	56.5	kb8_rep_c3726
Unigene0062520	kb8_c11760	96.970	33	1	0	140	172	1477	1509	1.55e-06	56.5	kb8_c11760
Unigene0086892	kb8_c17799	96.970	33	1	0	1041	1073	272	240	6.78e-07	56.5	kb8_c17799
Unigene0089352	kb8_c33372	96.970	33	1	0	144	176	111	143	5.47e-07	56.5	kb8_c33372
Unigene0113191	kb8_rep_c5220	96.970	33	1	0	483	515	1709	1741	7.72e-07	56.5	kb8_rep_c5220
Unigene0021450	kb8_rep_c33375	96.875	32	1	0	1700	1731	339	370	4.41e-06	54.7	kb8_rep_c33375
Unigene0040250	kb8_s55487	96.875	32	1	0	559	590	176	145	3.88e-06	54.7	kb8_s55487
Unigene0073150	kb8_rep_c666	96.875	32	1	0	645	676	386	417	2.46e-06	54.7	kb8_rep_c666
Unigene0120822	kb8_s67366	96.875	32	1	0	100	131	114	145	4.61e-07	54.7	kb8_s67366
Unigene0139039	kb8_rep_c157	96.875	32	1	0	1082	1113	299	268	2.56e-06	54.7	kb8_rep_c157
Unigene0157200	kb8_rep_c53695	96.875	384	8	4	1	382	174	555	0.0	640	kb8_rep_c53695
Unigene0207094	kb8_rep_c51585	96.676	361	12	0	1	361	69	429	2.01e-171	601	kb8_rep_c51585
Unigene0207105	kb8_rep_c18413	96.503	143	5	0	242	384	39	181	6.98e-62	237	kb8_rep_c18413
Unigene0149727	kb8_rep_c2531	96.460	226	6	2	1	224	2560	2785	1.02e-102	372	kb8_rep_c2531
Unigene0110278	kb8_rep_c53	96.384	636	21	2	1	635	787	153	0.0	1046	kb8_rep_c53
Unigene0207095	kb8_rep_c18413	96.375	331	12	0	1	331	277	607	8.71e-155	545	kb8_rep_c18413
Unigene0087429	kb8_rep_c5146	96.364	55	2	0	362	416	542	596	4.10e-17	91.6	kb8_rep_c5146
Unigene0062841	kb8_rep_c27230	96.056	431	17	0	1	431	33	463	0.0	702	kb8_rep_c27230
Unigene0031319	kb8_s65363	95.946	74	2	1	242	315	86	14	2.13e-26	119	kb8_s65363
Unigene0155027	kb8_s65363	95.946	74	2	1	210	283	86	14	1.90e-26	119	kb8_s65363
Unigene0155028	kb8_s65363	95.946	74	2	1	242	315	86	14	2.13e-26	119	kb8_s65363
Unigene0189999	kb8_rep_c50543	95.946	74	3	0	433	506	1598	1671	9.79e-27	121	kb8_rep_c50543
Unigene0018497	kb8_rep_c4	95.696	697	28	2	1	696	7064	6369	0.0	1120	kb8_rep_c4
Unigene0067303	kb8_rep_c60	95.686	1043	45	0	1	1043	31	1073	0.0	1677	kb8_rep_c60
Unigene0087103	kb8_c15146	95.652	46	2	0	593	638	202	247	2.90e-12	75.0	kb8_c15146
Unigene0100290	kb8_rep_c1648	95.652	207	9	0	1	207	45	251	4.49e-91	333	kb8_rep_c1648
Unigene0045569	kb8_s58267	95.628	183	8	0	1	183	51	233	2.56e-79	294	kb8_s58267
Unigene0004928	kb8_rep_c14016	95.349	43	2	0	59	101	417	459	1.76e-11	69.4	kb8_rep_c14016
Unigene0006799	kb8_s60087	95.349	43	2	0	841	883	327	285	6.46e-11	69.4	kb8_s60087
Unigene0089918	kb8_rep_c9876	95.349	43	2	0	361	403	206	164	2.98e-11	69.4	kb8_rep_c9876
Unigene0131421	kb8_c21555	95.122	41	2	0	178	218	1553	1593	4.83e-10	65.8	kb8_c21555
Unigene0134204	kb8_c13745	95.000	40	1	1	1097	1136	457	495	1.51e-08	62.1	kb8_c13745
Unigene0160740	kb8_c18555	94.996	1399	66	4	8	1403	1	1398	0.0	2194	kb8_c18555
Unigene0009808	kb8_c17003	94.872	39	2	0	963	1001	556	518	2.35e-08	62.1	kb8_c17003
Unigene0082811	kb8_rep_c1977	94.872	39	2	0	793	831	744	782	1.12e-08	62.1	kb8_rep_c1977
Unigene0006798	kb8_c31821	94.853	136	6	1	125	259	1010	875	2.76e-54	211	kb8_c31821
Unigene0152695	kb8_rep_c3871	94.813	829	41	2	1	828	1170	343	0.0	1291	kb8_rep_c3871
Unigene0043251	kb8_rep_c38354	94.737	38	1	1	1663	1700	820	856	3.53e-07	58.4	kb8_rep_c38354
Unigene0072857	kb8_rep_c52188	94.737	38	2	0	2494	2531	444	481	1.21e-07	60.2	kb8_rep_c52188
Unigene0148010	kb8_rep_c34276	94.737	38	2	0	10	47	600	563	4.04e-08	60.2	kb8_rep_c34276
Unigene0041102	kb8_c13745	94.595	37	2	0	1277	1313	453	489	2.80e-07	58.4	kb8_c13745
Unigene0123868	kb8_rep_c53695	94.444	54	3	0	151	204	139	192	4.81e-16	84.2	kb8_rep_c53695
Unigene0173581	kb8_rep_c53658	94.444	54	3	0	295	348	316	369	5.38e-15	84.2	kb8_rep_c53658
Unigene0184448	kb8_c38777	94.444	36	1	1	85	119	354	319	7.65e-07	54.7	kb8_c38777
Unigene0025724	kb8_rep_c1	94.433	1401	76	2	9	1408	118	1517	0.0	2154	kb8_rep_c1
Unigene0118906	kb8_rep_c21200	94.366	71	3	1	3	72	785	855	6.24e-23	108	kb8_rep_c21200
Unigene0187891	kb8_c18411	94.286	35	2	0	407	441	52	18	3.98e-06	54.7	kb8_c18411
Unigene0197015	kb8_rep_c11696	94.286	35	2	0	149	183	251	285	5.68e-06	54.7	kb8_rep_c11696
Unigene0113412	kb8_rep_c5746	94.118	51	2	1	522	572	554	505	3.60e-13	76.8	kb8_rep_c5746
Unigene0132751	kb8_s71301	94.118	34	2	0	314	347	25	58	2.43e-06	52.8	kb8_s71301
Unigene0032727	kb8_rep_c4	93.893	393	22	1	1	393	7387	7777	1.32e-168	592	kb8_rep_c4
Unigene0071811	kb8_s68358	93.778	225	14	0	2	226	18	242	1.04e-92	339	kb8_s68358
Unigene0037507	kb8_rep_c25129	93.750	112	7	0	92	203	843	954	1.28e-41	169	kb8_rep_c25129
Unigene0029170	kb8_rep_c4	93.617	94	6	0	97	190	6235	6142	3.89e-33	141	kb8_rep_c4
Unigene0194014	kb8_rep_c43804	93.567	171	9	2	147	315	48	218	5.60e-67	254	kb8_rep_c43804
Unigene0190002	kb8_rep_c56706	93.519	108	7	0	180	287	203	310	3.16e-39	161	kb8_rep_c56706
Unigene0206424	kb8_s60087	93.478	46	3	0	2	47	285	330	1.34e-11	69.4	kb8_s60087
Unigene0142500	kb8_rep_c12865	93.443	61	4	0	515	575	543	603	1.51e-17	91.6	kb8_rep_c12865
Unigene0153413	kb8_rep_c2	93.429	1111	67	5	1	1108	49	1156	0.0	1642	kb8_rep_c2
Unigene0076188	kb8_rep_c43914	93.333	45	3	0	157	201	369	325	5.19e-11	67.6	kb8_rep_c43914
Unigene0121086	kb8_s58868	93.333	45	1	2	276	319	346	389	9.19e-10	65.8	kb8_s58868
Unigene0190001	kb8_rep_c56706	93.333	90	6	0	153	242	203	292	5.70e-31	134	kb8_rep_c56706
Unigene0121589	kb8_rep_c3483	93.220	59	4	0	177	235	330	388	5.23e-16	87.9	kb8_rep_c3483
Unigene0000748	kb8_rep_c49251	93.182	44	3	0	965	1008	86	43	1.18e-09	65.8	kb8_rep_c49251
Unigene0183689	kb8_rep_c10894	93.151	73	5	0	197	269	196	124	3.89e-23	108	kb8_rep_c10894
Unigene0041780	kb8_rep_c1616	93.023	43	2	1	584	625	1700	1742	7.54e-09	62.1	kb8_rep_c1616
Unigene0077003	kb8_c26726	93.023	43	3	0	1334	1376	457	499	5.42e-09	63.9	kb8_c26726
Unigene0144339	kb8_s66853	93.023	43	3	0	90	132	1	43	9.37e-10	63.9	kb8_s66853
Unigene0145041	kb8_c19003	93.023	43	2	1	871	912	851	809	1.84e-08	62.1	kb8_c19003
Unigene0145043	kb8_c19003	93.023	43	2	1	1148	1189	851	809	2.19e-08	62.1	kb8_c19003
Unigene0172413	kb8_rep_c47378	93.023	43	3	0	977	1019	160	118	3.67e-09	63.9	kb8_rep_c47378
Unigene0167566	kb8_c31821	92.982	399	27	1	2	399	635	237	2.90e-165	580	kb8_c31821
Unigene0042511	kb8_rep_c2530	92.857	42	3	0	1365	1406	4211	4252	2.17e-08	62.1	kb8_rep_c2530
Unigene0042512	kb8_rep_c2530	92.857	42	3	0	1401	1442	4211	4252	2.22e-08	62.1	kb8_rep_c2530
Unigene0050814	kb8_rep_c8552	92.857	42	3	0	757	798	1723	1682	2.91e-08	62.1	kb8_rep_c8552
Unigene0074263	kb8_rep_c14439	92.857	42	3	0	987	1028	577	618	2.49e-08	62.1	kb8_rep_c14439
Unigene0093774	kb8_rep_c1690	92.857	42	3	0	311	352	2	43	2.83e-08	62.1	kb8_rep_c1690
Unigene0156675	kb8_rep_c52985	92.802	514	35	2	1	513	126	638	0.0	743	kb8_rep_c52985
Unigene0017545	kb8_rep_c26	92.670	1337	92	5	12	1345	2010	677	0.0	1923	kb8_rep_c26
Unigene0069128	kb8_rep_c52994	92.593	108	8	0	156	263	246	353	1.33e-37	156	kb8_rep_c52994
Unigene0076606	kb8_rep_c35339	92.593	54	4	0	331	384	523	576	1.50e-13	78.7	kb8_rep_c35339
Unigene0190004	kb8_rep_c56706	92.547	161	12	0	193	353	222	382	3.00e-60	231	kb8_rep_c56706
Unigene0153414	kb8_rep_c2684	92.520	254	19	0	4	257	2001	1748	1.99e-100	364	kb8_rep_c2684
Unigene0184456	kb8_c26466	92.417	211	16	0	24	234	677	467	1.43e-81	302	kb8_c26466
Unigene0173855	kb8_rep_c54411	92.361	144	10	1	967	1109	216	73	2.12e-51	204	kb8_rep_c54411
Unigene0067176	kb8_s54538	92.308	52	4	0	119	170	125	74	1.59e-12	75.0	kb8_s54538
Unigene0151788	kb8_c28288	92.308	39	1	1	827	863	206	244	2.92e-06	54.7	kb8_c28288
Unigene0120038	kb8_rep_c6	92.196	1448	108	5	1	1447	1490	47	0.0	2043	kb8_rep_c6
Unigene0086887	kb8_rep_c3185	92.157	51	4	0	109	159	75	125	1.15e-11	73.1	kb8_rep_c3185
Unigene0205351	kb8_s63085	92.157	51	4	0	51	101	162	212	2.84e-12	73.1	kb8_s63085
Unigene0164404	kb8_rep_c25129	92.105	114	9	0	1	114	950	837	2.39e-39	161	kb8_rep_c25129
Unigene0165768	kb8_s69207	92.000	50	4	0	2215	2264	160	209	6.00e-11	71.3	kb8_s69207
Unigene0087639	kb8_rep_c8533	91.837	49	4	0	15	63	2009	1961	1.49e-10	69.4	kb8_rep_c8533
Unigene0129517	kb8_rep_c1523	91.837	49	3	1	157	205	322	275	4.06e-10	67.6	kb8_rep_c1523
Unigene0164901	kb8_rep_c28097	91.813	171	14	0	243	413	722	552	2.09e-62	239	kb8_rep_c28097
Unigene0117099	kb8_rep_c45185	91.667	120	8	2	314	431	263	382	3.98e-40	165	kb8_rep_c45185
Unigene0162467	kb8_c51058	91.597	238	16	4	1	236	539	304	8.53e-89	326	kb8_c51058
Unigene0162466	kb8_c51058	91.561	237	18	2	1	236	539	304	8.53e-89	326	kb8_c51058
Unigene0164396	kb8_rep_c25129	91.406	128	11	0	21	148	964	837	9.99e-44	176	kb8_rep_c25129
Unigene0037506	kb8_rep_c4	91.379	116	9	1	1	115	269	384	3.51e-38	158	kb8_rep_c4
Unigene0095957	kb8_c6531	91.379	58	5	0	549	606	2456	2399	7.32e-14	80.5	kb8_c6531
Unigene0207093	kb8_rep_c18413	91.358	162	10	2	125	284	34	193	1.83e-56	219	kb8_rep_c18413
Unigene0164899	kb8_rep_c28097	91.333	150	13	0	205	354	717	568	1.80e-52	206	kb8_rep_c28097
Unigene0083632	kb8_rep_c23037	91.304	46	1	3	771	814	652	696	1.26e-07	60.2	kb8_rep_c23037
Unigene0096010	kb8_c13884	91.304	184	15	1	153	336	912	730	2.54e-65	250	kb8_c13884
Unigene0206430	kb8_s60087	91.304	69	6	0	372	440	262	330	8.13e-19	95.3	kb8_s60087
Unigene0206809	kb8_c51058	91.304	46	4	0	565	610	283	238	4.17e-09	63.9	kb8_c51058
Unigene0194012	kb8_rep_c28097	91.279	172	15	0	41	212	728	557	1.35e-61	235	kb8_rep_c28097
Unigene0204452	kb8_rep_c56675	91.277	321	28	0	1	321	578	898	1.50e-122	438	kb8_rep_c56675
Unigene0150307	kb8_rep_c43804	91.176	272	24	0	1	272	288	559	4.54e-102	370	kb8_rep_c43804
Unigene0044238	kb8_rep_c211	91.003	1456	97	12	13	1440	1493	44	0.0	1932	kb8_rep_c211
Unigene0164405	kb8_rep_c7979	90.984	122	11	0	11	132	1482	1603	3.15e-40	165	kb8_rep_c7979
Unigene0207101	kb8_rep_c18413	90.977	133	12	0	125	257	34	166	7.79e-45	180	kb8_rep_c18413
Unigene0190003	kb8_rep_c52138	90.964	166	15	0	481	646	581	746	9.39e-58	224	kb8_rep_c52138
Unigene0159113	kb8_c29984	90.909	55	5	0	508	562	1626	1572	8.63e-13	75.0	kb8_c29984
Unigene0160737	kb8_s57658	90.909	55	5	0	100	154	126	180	3.52e-13	75.0	kb8_s57658
Unigene0207092	kb8_rep_c18413	90.789	152	9	4	88	237	40	188	1.95e-50	198	kb8_rep_c18413
Unigene0008859	kb8_rep_c2531	90.741	432	37	3	4	434	851	422	5.31e-163	573	kb8_rep_c2531
Unigene0162016	kb8_rep_c49251	90.741	54	5	0	460	513	233	180	3.11e-12	73.1	kb8_rep_c49251
Unigene0061616	kb8_c20821	90.566	53	5	0	560	612	14	66	1.29e-10	71.3	kb8_c20821
Unigene0141295	kb8_c35785	90.566	53	2	3	2249	2300	471	521	8.65e-10	67.6	kb8_c35785
Unigene0151961	kb8_rep_c11427	90.345	145	14	0	1	145	327	183	4.33e-48	191	kb8_rep_c11427
Unigene0077804	kb8_c12342	90.323	62	6	0	53	114	395	456	6.91e-15	82.4	kb8_c12342
Unigene0206429	kb8_s60087	90.323	62	4	2	157	217	267	327	7.57e-15	80.5	kb8_s60087
Unigene0107157	kb8_rep_c1087	90.299	268	26	0	1	268	441	708	1.62e-96	351	kb8_rep_c1087
Unigene0118972	kb8_rep_c9178	90.260	154	13	2	131	283	387	235	6.77e-51	200	kb8_rep_c9178
Unigene0053799	kb8_c42320	90.244	41	4	0	641	681	943	903	4.75e-06	54.7	kb8_c42320
Unigene0079255	kb8_c25345	90.227	440	42	1	99	537	511	72	7.19e-163	573	kb8_c25345
Unigene0022289	kb8_rep_c5746	90.196	51	5	0	330	380	542	492	2.24e-10	67.6	kb8_rep_c5746
Unigene0160673	kb8_rep_c48612	90.141	142	10	2	1	139	324	184	2.43e-46	185	kb8_rep_c48612
Unigene0160674	kb8_rep_c48612	90.141	142	10	2	1	139	324	184	2.70e-46	185	kb8_rep_c48612
Unigene0025343	kb8_rep_c17229	90.104	192	19	0	1236	1427	753	944	3.48e-65	250	kb8_rep_c17229
Unigene0026547	kb8_c6980	90.000	50	5	0	27	76	716	667	3.57e-10	65.8	kb8_c6980
Unigene0094205	kb8_c10572	90.000	50	5	0	545	594	1587	1538	2.25e-09	65.8	kb8_c10572
Unigene0003128	kb8_rep_c18413	89.933	149	12	3	133	280	42	188	1.41e-47	189	kb8_rep_c18413
Unigene0145774	kb8_rep_c53492	89.908	109	11	0	1	109	943	1051	3.11e-33	141	kb8_rep_c53492
Unigene0167568	kb8_c31821	89.892	277	21	7	1	273	550	277	5.99e-96	350	kb8_c31821
Unigene0193015	kb8_c51058	89.776	313	32	0	5	317	313	1	1.91e-111	401	kb8_c51058
Unigene0148654	kb8_rep_c3	89.765	469	34	6	189	657	483	29	2.93e-167	588	kb8_rep_c3
Unigene0028651	kb8_c29599	89.764	254	21	5	3	254	1664	1414	4.42e-87	320	kb8_c29599
Unigene0167563	kb8_rep_c21200	89.744	195	16	4	32	223	910	717	6.41e-65	246	kb8_rep_c21200
Unigene0024075	kb8_c29984	89.706	68	7	0	228	295	1639	1572	5.97e-17	87.9	kb8_c29984
Unigene0137328	kb8_c29984	89.706	68	7	0	133	200	1639	1572	4.01e-17	87.9	kb8_c29984
Unigene0093093	kb8_c16878	89.691	97	6	3	182	274	129	33	5.17e-27	121	kb8_c16878
Unigene0080343	kb8_c38471	89.686	223	21	2	1	222	433	654	5.16e-76	283	kb8_c38471
Unigene0207762	kb8_rep_c51594	89.617	183	17	2	328	509	831	650	4.36e-60	231	kb8_rep_c51594
Unigene0062671	kb8_c11993	89.610	77	5	3	3081	3155	79	4	3.88e-18	95.3	kb8_c11993
Unigene0173270	kb8_rep_c11803	89.600	125	13	0	7	131	176	52	9.93e-39	159	kb8_rep_c11803
Unigene0207100	kb8_rep_c18413	89.583	144	12	2	145	287	40	181	8.71e-45	180	kb8_rep_c18413
Unigene0056841	kb8_c46709	89.533	535	53	3	244	776	923	390	0.0	675	kb8_c46709
Unigene0207107	kb8_rep_c18413	89.474	152	11	3	110	259	40	188	4.65e-47	187	kb8_rep_c18413
Unigene0136388	kb8_rep_c25518	89.362	47	5	0	1067	1113	1236	1190	5.12e-08	60.2	kb8_rep_c25518
Unigene0207104	kb8_rep_c40039	89.362	188	19	1	1	187	762	949	1.70e-61	235	kb8_rep_c40039
Unigene0079074	kb8_rep_c4	89.333	225	20	4	1	223	6178	6400	6.32e-75	279	kb8_rep_c4
Unigene0138438	kb8_c48927	89.286	56	6	0	258	313	250	195	6.03e-12	71.3	kb8_c48927
Unigene0032808	kb8_rep_c9467	89.231	1430	149	3	196	1624	157	1582	0.0	1783	kb8_rep_c9467
Unigene0206427	kb8_s60087	89.231	65	5	2	378	441	267	330	1.69e-14	80.5	kb8_s60087
Unigene0193016	kb8_c51058	89.216	204	22	0	18	221	209	6	1.05e-67	255	kb8_c51058
Unigene0018496	kb8_rep_c4	89.172	314	26	7	1	310	6850	6541	1.87e-106	385	kb8_rep_c4
Unigene0000573	kb8_rep_c50543	89.160	369	40	0	1	369	692	1060	3.66e-129	460	kb8_rep_c50543
Unigene0178217	kb8_rep_c49338	89.130	46	5	0	827	872	49	94	2.25e-07	58.4	kb8_rep_c49338
Unigene0175635	kb8_c31821	89.113	248	22	5	14	259	1079	835	1.23e-82	305	kb8_c31821
Unigene0016582	kb8_c22235	89.091	55	4	2	1270	1323	961	1014	5.22e-10	67.6	kb8_c22235
Unigene0132423	kb8_s58515	89.080	348	36	2	2	348	136	482	2.69e-120	431	kb8_s58515
Unigene0073815	kb8_rep_c16939	89.062	64	7	0	1664	1727	1214	1277	5.87e-14	80.5	kb8_rep_c16939
Unigene0007131	kb8_rep_c7979	89.051	137	15	0	266	402	1602	1466	7.51e-42	171	kb8_rep_c7979
Unigene0115768	kb8_c8898	88.889	54	2	3	1728	1779	1696	1747	8.95e-09	63.9	kb8_c8898
Unigene0160114	kb8_rep_c4	88.889	405	44	1	525	929	5479	5076	8.75e-140	497	kb8_rep_c4
Unigene0162015	kb8_rep_c49251	88.889	54	6	0	445	498	233	180	1.41e-10	67.6	kb8_rep_c49251
Unigene0163550	kb8_rep_c24193	88.854	314	35	0	1	314	198	511	5.93e-107	387	kb8_rep_c24193
Unigene0151960	kb8_rep_c11427	88.804	393	44	0	296	688	575	183	1.91e-135	483	kb8_rep_c11427
Unigene0154611	kb8_c47095	88.764	89	10	0	7	95	623	535	1.04e-23	110	kb8_c47095
Unigene0041909	kb8_rep_c5746	88.732	71	5	1	2349	2416	548	478	6.43e-15	84.2	kb8_rep_c5746
Unigene0041964	kb8_c5671	88.710	62	7	0	1602	1663	895	834	1.01e-12	76.8	kb8_c5671
Unigene0080178	kb8_rep_c27553	88.703	239	26	1	74	312	286	49	4.72e-78	291	kb8_rep_c27553
Unigene0141518	kb8_rep_c7348	88.679	53	6	0	199	251	3908	3960	1.94e-09	65.8	kb8_rep_c7348
Unigene0207106	kb8_rep_c18413	88.667	150	16	1	168	317	45	193	2.70e-45	182	kb8_rep_c18413
Unigene0028895	kb8_c27101	88.623	334	37	1	7	339	46	379	1.68e-112	405	kb8_c27101
Unigene0086038	kb8_c32904	88.571	70	8	0	6	75	87	18	2.22e-16	86.1	kb8_c32904
Unigene0150306	kb8_rep_c28097	88.552	297	28	5	5	298	518	225	1.41e-97	355	kb8_rep_c28097
Unigene0099950	kb8_c17424	88.532	218	19	4	1	218	298	87	8.15e-69	259	kb8_c17424
Unigene0137468	kb8_c32482	88.462	52	6	0	1589	1640	424	373	7.05e-09	63.9	kb8_c32482
Unigene0130221	kb8_rep_c51881	88.426	432	50	0	62	493	54	485	2.35e-147	521	kb8_rep_c51881
Unigene0093192	kb8_rep_c2296	88.333	60	7	0	3925	3984	263	204	2.41e-11	73.1	kb8_rep_c2296
Unigene0009574	kb8_c48927	88.312	231	27	0	109	339	253	23	6.48e-74	278	kb8_c48927
Unigene0118390	kb8_c22830	88.312	77	7	2	496	571	945	1020	2.32e-17	91.6	kb8_c22830
Unigene0158426	kb8_rep_c2990	88.312	77	7	2	359	434	1373	1298	1.25e-17	91.6	kb8_rep_c2990
Unigene0158428	kb8_rep_c2990	88.312	77	7	2	398	473	1373	1298	1.43e-17	91.6	kb8_rep_c2990
Unigene0028802	kb8_rep_c43804	88.220	382	45	0	1	382	515	134	4.89e-128	457	kb8_rep_c43804
Unigene0164897	kb8_rep_c28097	88.128	219	24	2	7	224	791	574	8.65e-69	259	kb8_rep_c28097
Unigene0044019	kb8_s70417	88.112	143	17	0	1	143	326	468	6.66e-42	171	kb8_s70417
Unigene0043576	kb8_rep_c2385	88.106	227	27	0	7	233	52	278	4.11e-72	270	kb8_rep_c2385
Unigene0006207	kb8_rep_c4	88.095	126	15	0	55	180	6271	6146	5.85e-36	150	kb8_rep_c4
Unigene0193017	kb8_c51058	88.095	252	23	4	2	250	312	65	1.05e-78	292	kb8_c51058
Unigene0000570	kb8_rep_c52962	88.089	361	43	0	74	434	234	594	1.22e-119	429	kb8_rep_c52962
